Station,Entry_Exit,Trip,Month,Year
Kogarah Station,Exit,224164,4,2025
Leightonfield Station,Entry,4607,4,2025
Leightonfield Station,Exit,4564,4,2025
Leppington Station,Entry,96098,4,2025
Leppington Station,Exit,91639,4,2025
Leumeah Station,Entry,54911,4,2025
Leumeah Station,Exit,51871,4,2025
Lewisham Station,Entry,54984,4,2025
Lewisham Station,Exit,51851,4,2025
Lidcombe Station,Entry,323602,4,2025
Lidcombe Station,Exit,315576,4,2025
Lindfield Station,Entry,82750,4,2025
Lindfield Station,Exit,80024,4,2025
Liverpool Station,Entry,195388,4,2025
Liverpool Station,Exit,191359,4,2025
Loftus Station,Entry,8072,4,2025
Loftus Station,Exit,7304,4,2025
Macarthur Station,Entry,69340,4,2025
Macarthur Station,Exit,67289,4,2025
Macdonaldtown Station,Entry,23748,4,2025
Macdonaldtown Station,Exit,23611,4,2025
Macquarie Fields Station,Entry,20926,4,2025
Macquarie Fields Station,Exit,19872,4,2025
Marayong Station,Entry,22137,4,2025
Marayong Station,Exit,19934,4,2025
Martin Place Station,Entry,797519,4,2025
Martin Place Station,Exit,893730,4,2025
Mascot Station,Entry,362074,4,2025
Mascot Station,Exit,363166,4,2025
Meadowbank Station,Entry,111215,4,2025
Meadowbank Station,Exit,100636,4,2025
Merrylands Station,Entry,141767,4,2025
Merrylands Station,Exit,137423,4,2025
Milsons Point Station,Entry,144953,4,2025
Milsons Point Station,Exit,156300,4,2025
Minto Station,Entry,64935,4,2025
Minto Station,Exit,61773,4,2025
Miranda Station,Entry,78636,4,2025
Miranda Station,Exit,81947,4,2025
Mortdale Station,Entry,74244,4,2025
Mortdale Station,Exit,67184,4,2025
Mount Colah Station,Entry,12756,4,2025
Mount Colah Station,Exit,11695,4,2025
Mount Druitt Station,Entry,136052,4,2025
Mount Druitt Station,Exit,134100,4,2025
Mount Kuring-gai Station,Entry,4753,4,2025
Mount Kuring-gai Station,Exit,4812,4,2025
Mulgrave Station,Entry,5300,4,2025
Mulgrave Station,Exit,5193,4,2025
Museum Station,Entry,196496,4,2025
Museum Station,Exit,231307,4,2025
Narwee Station,Entry,40416,4,2025
Narwee Station,Exit,36568,4,2025
Newtown Station,Entry,222995,4,2025
Newtown Station,Exit,252268,4,2025
Normanhurst Station,Entry,24941,4,2025
Normanhurst Station,Exit,20528,4,2025
North Strathfield Station,Entry,57843,4,2025
North Strathfield Station,Exit,56456,4,2025
North Sydney Station,Entry,218725,4,2025
North Sydney Station,Exit,236139,4,2025
Oatley Station,Entry,41089,4,2025
Oatley Station,Exit,38271,4,2025
Olympic Park Station,Entry,119263,4,2025
Olympic Park Station,Exit,166476,4,2025
Padstow Station,Entry,55408,4,2025
Padstow Station,Exit,51028,4,2025
Panania Station,Entry,35124,4,2025
Panania Station,Exit,31856,4,2025
Parramatta Station,Entry,931850,4,2025
Parramatta Station,Exit,942132,4,2025
Pendle Hill Station,Entry,69232,4,2025
Pendle Hill Station,Exit,64908,4,2025
Pennant Hills Station,Entry,39042,4,2025
Pennant Hills Station,Exit,37539,4,2025
Penrith Station,Entry,162049,4,2025
Penrith Station,Exit,164602,4,2025
Penshurst Station,Entry,64988,4,2025
Penshurst Station,Exit,55885,4,2025
Petersham Station,Entry,72377,4,2025
Petersham Station,Exit,70222,4,2025
Pymble Station,Entry,45742,4,2025
Pymble Station,Exit,42206,4,2025
Quakers Hill Station,Entry,54734,4,2025
Quakers Hill Station,Exit,49056,4,2025
Redfern Station,Entry,600242,4,2025
Redfern Station,Exit,641523,4,2025
Regents Park Station,Entry,31338,4,2025
Regents Park Station,Exit,28743,4,2025
Revesby Station,Entry,122497,4,2025
Revesby Station,Exit,120915,4,2025
Rhodes Station,Entry,226158,4,2025
Rhodes Station,Exit,223262,4,2025
Richmond Station,Entry,17543,4,2025
Richmond Station,Exit,15233,4,2025
Riverstone Station,Entry,25742,4,2025
Riverstone Station,Exit,23624,4,2025
Riverwood Station,Entry,73998,4,2025
Riverwood Station,Exit,70003,4,2025
Rockdale Station,Entry,224802,4,2025
Rockdale Station,Exit,215874,4,2025
Rooty Hill Station,Entry,81603,4,2025
Rooty Hill Station,Exit,77256,4,2025
Roseville Station,Entry,59789,4,2025
Roseville Station,Exit,57118,4,2025
Schofields Station,Entry,89903,4,2025
Schofields Station,Exit,86102,4,2025
Sefton Station,Entry,19058,4,2025
Sefton Station,Exit,17291,4,2025
Seven Hills Station,Entry,131276,4,2025
Seven Hills Station,Exit,124623,4,2025
St James Station,Entry,147311,4,2025
St James Station,Exit,170028,4,2025
St Leonards Station,Entry,215062,4,2025
St Leonards Station,Exit,213736,4,2025
St Marys Station,Entry,94301,4,2025
St Marys Station,Exit,91037,4,2025
St Peters Station,Entry,62526,4,2025
St Peters Station,Exit,55113,4,2025
Stanmore Station,Entry,61730,4,2025
Stanmore Station,Exit,57063,4,2025
Strathfield Station,Entry,563619,4,2025
Strathfield Station,Exit,544110,4,2025
Summer Hill Station,Entry,73013,4,2025
Summer Hill Station,Exit,69040,4,2025
Sutherland Station,Entry,147139,4,2025
Sutherland Station,Exit,144915,4,2025
Sydenham Station,Entry,469436,4,2025
Sydenham Station,Exit,461312,4,2025
Tempe Station,Entry,28368,4,2025
Tempe Station,Exit,27404,4,2025
Thornleigh Station,Entry,37210,4,2025
Thornleigh Station,Exit,35692,4,2025
Toongabbie Station,Entry,63926,4,2025
Toongabbie Station,Exit,60454,4,2025
Town Hall Station,Entry,1678900,4,2025
Town Hall Station,Exit,1571627,4,2025
Turramurra Station,Entry,77578,4,2025
Turramurra Station,Exit,73236,4,2025
Turrella Station,Entry,23585,4,2025
Turrella Station,Exit,21794,4,2025
Villawood Station,Entry,11284,4,2025
Villawood Station,Exit,11006,4,2025
Vineyard Station,Entry,3506,4,2025
Vineyard Station,Exit,3275,4,2025
Wahroonga Station,Entry,38516,4,2025
Wahroonga Station,Exit,36954,4,2025
Waitara Station,Entry,60544,4,2025
Waitara Station,Exit,56987,4,2025
Warrawee Station,Entry,17915,4,2025
Warrawee Station,Exit,16578,4,2025
Warwick Farm Station,Entry,53950,4,2025
Warwick Farm Station,Exit,48866,4,2025
Waterfall Station,Entry,7842,4,2025
Waterfall Station,Exit,8019,4,2025
Waverton Station,Entry,40306,4,2025
Waverton Station,Exit,35629,4,2025
Wentworthville Station,Entry,86407,4,2025
Wentworthville Station,Exit,82026,4,2025
Werrington Station,Entry,28207,4,2025
Werrington Station,Exit,25043,4,2025
West Ryde Station,Entry,104173,4,2025
West Ryde Station,Exit,104591,4,2025
Westmead Station,Entry,145658,4,2025
Westmead Station,Exit,136438,4,2025
Windsor Station,Entry,15515,4,2025
Windsor Station,Exit,15106,4,2025
Wolli Creek Station,Entry,204882,4,2025
Wolli Creek Station,Exit,205395,4,2025
Wollstonecraft Station,Entry,42988,4,2025
Wollstonecraft Station,Exit,39039,4,2025
Woolooware Station,Entry,26058,4,2025
Woolooware Station,Exit,24320,4,2025
Wynyard Station,Entry,997924,4,2025
Wynyard Station,Exit,1047990,4,2025
Yagoona Station,Entry,19763,4,2025
Yagoona Station,Exit,18122,4,2025
Yennora Station,Entry,23626,4,2025
Yennora Station,Exit,24457,4,2025
Allawah Station,Entry,60942,5,2025
Allawah Station,Exit,54277,5,2025
Arncliffe Station,Entry,60557,5,2025
Arncliffe Station,Exit,55953,5,2025
Artarmon Station,Entry,101297,5,2025
Artarmon Station,Exit,95218,5,2025
Ashfield Station,Entry,262075,5,2025
Ashfield Station,Exit,258974,5,2025
Asquith Station,Entry,30247,5,2025
Asquith Station,Exit,26048,5,2025
Auburn Station,Entry,351292,5,2025
Auburn Station,Exit,329638,5,2025
Banksia Station,Entry,34754,5,2025
Banksia Station,Exit,31330,5,2025
Bankstown Station,Entry,371,5,2025
Bankstown Station,Exit,453,5,2025
Bardwell Park Station,Entry,22666,5,2025
Bardwell Park Station,Exit,19402,5,2025
Beecroft Station,Entry,30603,5,2025
Beecroft Station,Exit,28893,5,2025
Berala Station,Entry,34988,5,2025
Berala Station,Exit,28816,5,2025
Berowra Station,Entry,26164,5,2025
Berowra Station,Exit,23937,5,2025
Beverly Hills Station,Entry,44417,5,2025
Beverly Hills Station,Exit,39456,5,2025
Bexley North Station,Entry,28742,5,2025
Bexley North Station,Exit,25866,5,2025
Birrong Station,Entry,25,5,2025
Birrong Station,Exit,25,5,2025
Blacktown Station,Entry,360996,5,2025
Blacktown Station,Exit,376724,5,2025
Bondi Junction Station,Entry,546316,5,2025
Bondi Junction Station,Exit,537784,5,2025
Burwood Station,Entry,490121,5,2025
Burwood Station,Exit,505135,5,2025
Cabramatta Station,Entry,173673,5,2025
Cabramatta Station,Exit,168881,5,2025
Campbelltown Station,Entry,130553,5,2025
Campbelltown Station,Exit,128655,5,2025
Canley Vale Station,Entry,53278,5,2025
Canley Vale Station,Exit,46418,5,2025
Caringbah Station,Entry,59754,5,2025
Caringbah Station,Exit,56085,5,2025
Carlton Station,Entry,64633,5,2025
Carlton Station,Exit,58889,5,2025
Carramar Station,Entry,12833,5,2025
Carramar Station,Exit,10532,5,2025
Casula Station,Entry,9290,5,2025
Casula Station,Exit,7885,5,2025
Central Station,Entry,2078247,5,2025
Central Station,Exit,2173381,5,2025
Chatswood Station,Entry,841191,5,2025
Chatswood Station,Exit,873307,5,2025
Cheltenham Station,Entry,23679,5,2025
Cheltenham Station,Exit,19265,5,2025
Chester Hill Station,Entry,23479,5,2025
Chester Hill Station,Exit,21422,5,2025
Circular Quay Station,Entry,558870,5,2025
Circular Quay Station,Exit,502536,5,2025
Clarendon Station,Entry,3060,5,2025
Clarendon Station,Exit,3863,5,2025
Clyde Station,Entry,21549,5,2025
Clyde Station,Exit,20198,5,2025
Como Station,Entry,15080,5,2025
Como Station,Exit,12665,5,2025
Concord West Station,Entry,44994,5,2025
Concord West Station,Exit,41524,5,2025
Cronulla Station,Entry,55314,5,2025
Cronulla Station,Exit,54613,5,2025
Croydon Station,Entry,53663,5,2025
Croydon Station,Exit,47154,5,2025
Denistone Station,Entry,12228,5,2025
Denistone Station,Exit,10665,5,2025
Doonside Station,Entry,64282,5,2025
Doonside Station,Exit,55282,5,2025
East Hills Station,Entry,18678,5,2025
East Hills Station,Exit,16718,5,2025
East Richmond Station,Entry,5024,5,2025
East Richmond Station,Exit,6407,5,2025
Eastwood Station,Entry,159531,5,2025
Eastwood Station,Exit,160770,5,2025
Edgecliff Station,Entry,197830,5,2025
Edgecliff Station,Exit,189880,5,2025
Edmondson Park Station,Entry,95968,5,2025
Edmondson Park Station,Exit,90890,5,2025
Emu Plains Station,Entry,25228,5,2025
Emu Plains Station,Exit,22711,5,2025
Engadine Station,Entry,27188,5,2025
Engadine Station,Exit,25429,5,2025
Epping Station,Entry,393781,5,2025
Epping Station,Exit,389861,5,2025
Erskineville Station,Entry,55432,5,2025
Erskineville Station,Exit,49920,5,2025
Fairfield Station,Entry,137289,5,2025
Fairfield Station,Exit,131239,5,2025
Flemington Station,Entry,122020,5,2025
Flemington Station,Exit,114501,5,2025
Glenfield Station,Entry,146149,5,2025
Glenfield Station,Exit,138450,5,2025
Gordon Station,Entry,163896,5,2025
Gordon Station,Exit,159380,5,2025
Granville Station,Entry,175344,5,2025
Granville Station,Exit,166527,5,2025
Green Square Station,Entry,201920,5,2025
Green Square Station,Exit,194211,5,2025
Guildford Station,Entry,64108,5,2025
Guildford Station,Exit,55182,5,2025
Gymea Station,Entry,44013,5,2025
Gymea Station,Exit,40569,5,2025
Harris Park Station,Entry,61823,5,2025
Harris Park Station,Exit,62718,5,2025
Heathcote Station,Entry,10880,5,2025
Heathcote Station,Exit,10600,5,2025
Helensburgh Station,Entry,9696,5,2025
Helensburgh Station,Exit,8755,5,2025
Holsworthy Station,Entry,63490,5,2025
Holsworthy Station,Exit,59612,5,2025
Homebush Station,Entry,90465,5,2025
Homebush Station,Exit,83582,5,2025
Hornsby Station,Entry,280542,5,2025
Hornsby Station,Exit,286000,5,2025
Hurstville Station,Entry,476523,5,2025
Hurstville Station,Exit,481298,5,2025
Ingleburn Station,Entry,67864,5,2025
Ingleburn Station,Exit,66022,5,2025
Jannali Station,Entry,55184,5,2025
Jannali Station,Exit,52454,5,2025
Killara Station,Entry,47079,5,2025
Killara Station,Exit,43683,5,2025
Kings Cross Station,Entry,346211,5,2025
Kings Cross Station,Exit,357637,5,2025
Kingsgrove Station,Entry,48598,5,2025
Kingsgrove Station,Exit,45897,5,2025
Kingswood Station,Entry,50209,5,2025
Kingswood Station,Exit,46012,5,2025
Kirrawee Station,Entry,41625,5,2025
Kirrawee Station,Exit,39790,5,2025
Kogarah Station,Entry,253082,5,2025
Kogarah Station,Exit,242080,5,2025
Leightonfield Station,Entry,4839,5,2025
Leightonfield Station,Exit,4660,5,2025
Leppington Station,Entry,95622,5,2025
Leppington Station,Exit,90350,5,2025
Leumeah Station,Entry,55064,5,2025
Leumeah Station,Exit,51782,5,2025
Lewisham Station,Entry,59672,5,2025
Lewisham Station,Exit,53857,5,2025
Lidcombe Station,Entry,381416,5,2025
Lidcombe Station,Exit,386016,5,2025
Lindfield Station,Entry,89855,5,2025
Lindfield Station,Exit,86946,5,2025
Liverpool Station,Entry,199039,5,2025
Liverpool Station,Exit,194807,5,2025
Loftus Station,Entry,9322,5,2025
Loftus Station,Exit,8481,5,2025
Macarthur Station,Entry,67358,5,2025
Macarthur Station,Exit,64903,5,2025
Macdonaldtown Station,Entry,26525,5,2025
Macdonaldtown Station,Exit,25680,5,2025
Macquarie Fields Station,Entry,21443,5,2025
Macquarie Fields Station,Exit,19329,5,2025
Marayong Station,Entry,23223,5,2025
Marayong Station,Exit,20179,5,2025
Martin Place Station,Entry,885785,5,2025
Martin Place Station,Exit,992408,5,2025
Mascot Station,Entry,348877,5,2025
Mascot Station,Exit,346633,5,2025
Meadowbank Station,Entry,118039,5,2025
Meadowbank Station,Exit,104433,5,2025
Merrylands Station,Entry,138903,5,2025
Merrylands Station,Exit,131397,5,2025
Milsons Point Station,Entry,159414,5,2025
Milsons Point Station,Exit,169041,5,2025
Minto Station,Entry,65073,5,2025
Minto Station,Exit,60901,5,2025
Miranda Station,Entry,80236,5,2025
Miranda Station,Exit,82590,5,2025
Mortdale Station,Entry,80954,5,2025
Mortdale Station,Exit,73537,5,2025
Mount Colah Station,Entry,13319,5,2025
Mount Colah Station,Exit,11657,5,2025
Mount Druitt Station,Entry,140853,5,2025
Mount Druitt Station,Exit,137283,5,2025
Mount Kuring-gai Station,Entry,4862,5,2025
Mount Kuring-gai Station,Exit,4397,5,2025
Mulgrave Station,Entry,5707,5,2025
Mulgrave Station,Exit,5339,5,2025
Museum Station,Entry,184766,5,2025
Museum Station,Exit,221003,5,2025
Narwee Station,Entry,40120,5,2025
Narwee Station,Exit,35147,5,2025
Newtown Station,Entry,240570,5,2025
Newtown Station,Exit,272117,5,2025
Normanhurst Station,Entry,28338,5,2025
Normanhurst Station,Exit,22558,5,2025
North Strathfield Station,Entry,60210,5,2025
North Strathfield Station,Exit,57769,5,2025
North Sydney Station,Entry,238407,5,2025
North Sydney Station,Exit,261285,5,2025
Oatley Station,Entry,44939,5,2025
Oatley Station,Exit,41659,5,2025
Olympic Park Station,Entry,86291,5,2025
Olympic Park Station,Exit,91558,5,2025
Padstow Station,Entry,54540,5,2025
Padstow Station,Exit,50959,5,2025
Panania Station,Entry,35735,5,2025
Panania Station,Exit,32595,5,2025
Parramatta Station,Entry,958672,5,2025
Parramatta Station,Exit,978383,5,2025
Pendle Hill Station,Entry,73563,5,2025
Pendle Hill Station,Exit,66979,5,2025
Pennant Hills Station,Entry,40479,5,2025
Pennant Hills Station,Exit,38017,5,2025
Penrith Station,Entry,165267,5,2025
Penrith Station,Exit,168516,5,2025
Penshurst Station,Entry,70105,5,2025
Penshurst Station,Exit,59998,5,2025
Petersham Station,Entry,78985,5,2025
Petersham Station,Exit,75169,5,2025
Pymble Station,Entry,50569,5,2025
Pymble Station,Exit,45515,5,2025
Quakers Hill Station,Entry,57641,5,2025
Quakers Hill Station,Exit,49148,5,2025
Redfern Station,Entry,652380,5,2025
Redfern Station,Exit,705708,5,2025
Regents Park Station,Entry,33422,5,2025
Regents Park Station,Exit,29004,5,2025
Revesby Station,Entry,121661,5,2025
Revesby Station,Exit,117224,5,2025
Rhodes Station,Entry,225553,5,2025
Rhodes Station,Exit,216604,5,2025
Richmond Station,Entry,17453,5,2025
Richmond Station,Exit,14226,5,2025
Riverstone Station,Entry,28780,5,2025
Riverstone Station,Exit,26507,5,2025
Riverwood Station,Entry,72873,5,2025
Riverwood Station,Exit,67261,5,2025
Rockdale Station,Entry,234211,5,2025
Rockdale Station,Exit,225912,5,2025
Rooty Hill Station,Entry,82812,5,2025
Rooty Hill Station,Exit,76179,5,2025
Roseville Station,Entry,67893,5,2025
Roseville Station,Exit,63652,5,2025
Schofields Station,Entry,94095,5,2025
Schofields Station,Exit,85294,5,2025
Sefton Station,Entry,19497,5,2025
Sefton Station,Exit,17045,5,2025
Seven Hills Station,Entry,136468,5,2025
Seven Hills Station,Exit,126870,5,2025
St James Station,Entry,147520,5,2025
St James Station,Exit,172303,5,2025
St Leonards Station,Entry,242021,5,2025
St Leonards Station,Exit,245281,5,2025
St Marys Station,Entry,103131,5,2025
St Marys Station,Exit,99116,5,2025
St Peters Station,Entry,64099,5,2025
St Peters Station,Exit,55153,5,2025
Stanmore Station,Entry,69213,5,2025
Stanmore Station,Exit,61448,5,2025
Strathfield Station,Entry,604756,5,2025
Strathfield Station,Exit,596214,5,2025
Summer Hill Station,Entry,77915,5,2025
Summer Hill Station,Exit,71809,5,2025
Sutherland Station,Entry,151083,5,2025
Sutherland Station,Exit,147155,5,2025
Sydenham Station,Entry,515480,5,2025
Sydenham Station,Exit,504779,5,2025
Tempe Station,Entry,32839,5,2025
Tempe Station,Exit,31172,5,2025
Thornleigh Station,Entry,37235,5,2025
Thornleigh Station,Exit,35197,5,2025
Toongabbie Station,Entry,65805,5,2025
Toongabbie Station,Exit,61370,5,2025
Town Hall Station,Entry,1788910,5,2025
Town Hall Station,Exit,1738482,5,2025
Turramurra Station,Entry,83665,5,2025
Turramurra Station,Exit,76940,5,2025
Turrella Station,Entry,22689,5,2025
Turrella Station,Exit,20540,5,2025
Villawood Station,Entry,11068,5,2025
Villawood Station,Exit,10188,5,2025
Vineyard Station,Entry,3788,5,2025
Vineyard Station,Exit,3291,5,2025
Wahroonga Station,Entry,44251,5,2025
Wahroonga Station,Exit,40758,5,2025
Waitara Station,Entry,67888,5,2025
Waitara Station,Exit,61578,5,2025
Warrawee Station,Entry,23768,5,2025
Warrawee Station,Exit,21240,5,2025
Warwick Farm Station,Entry,52228,5,2025
Warwick Farm Station,Exit,47023,5,2025
Waterfall Station,Entry,8846,5,2025
Waterfall Station,Exit,8692,5,2025
Waverton Station,Entry,44774,5,2025
Waverton Station,Exit,39274,5,2025
Wentworthville Station,Entry,87792,5,2025
Wentworthville Station,Exit,81625,5,2025
Werrington Station,Entry,29206,5,2025
Werrington Station,Exit,25360,5,2025
West Ryde Station,Entry,103315,5,2025
West Ryde Station,Exit,101564,5,2025
Westmead Station,Entry,153799,5,2025
Westmead Station,Exit,141837,5,2025
Windsor Station,Entry,15449,5,2025
Windsor Station,Exit,14818,5,2025
Wolli Creek Station,Entry,215264,5,2025
Wolli Creek Station,Exit,215697,5,2025
Wollstonecraft Station,Entry,47251,5,2025
Wollstonecraft Station,Exit,43052,5,2025
Woolooware Station,Entry,28136,5,2025
Woolooware Station,Exit,26531,5,2025
Wynyard Station,Entry,1105010,5,2025
Wynyard Station,Exit,1191008,5,2025
Yagoona Station,Entry,255,5,2025
Yagoona Station,Exit,127,5,2025
Yennora Station,Entry,23099,5,2025
Yennora Station,Exit,23101,5,2025
Allawah Station,Entry,57513,6,2025
Allawah Station,Exit,51985,6,2025
Arncliffe Station,Entry,53448,6,2025
Arncliffe Station,Exit,48139,6,2025
Artarmon Station,Entry,99205,6,2025
Artarmon Station,Exit,95536,6,2025
Ashfield Station,Entry,261247,6,2025
Ashfield Station,Exit,257836,6,2025
Asquith Station,Entry,30967,6,2025
Asquith Station,Exit,27453,6,2025
Auburn Station,Entry,352136,6,2025
Auburn Station,Exit,335187,6,2025
Banksia Station,Entry,31919,6,2025
Banksia Station,Exit,28770,6,2025
Bankstown Station,Entry,3618,6,2025
Bankstown Station,Exit,3844,6,2025
Bardwell Park Station,Entry,23344,6,2025
Bardwell Park Station,Exit,20790,6,2025
Beecroft Station,Entry,30616,6,2025
Beecroft Station,Exit,29315,6,2025
Berala Station,Entry,35803,6,2025
Berala Station,Exit,30757,6,2025
Berowra Station,Entry,25924,6,2025
Berowra Station,Exit,23847,6,2025
Beverly Hills Station,Entry,47356,6,2025
Beverly Hills Station,Exit,43085,6,2025
Bexley North Station,Entry,30470,6,2025
Bexley North Station,Exit,28245,6,2025
Birrong Station,Entry,331,6,2025
Birrong Station,Exit,339,6,2025
Blacktown Station,Entry,335067,6,2025
Blacktown Station,Exit,348145,6,2025
Bondi Junction Station,Entry,498175,6,2025
Bondi Junction Station,Exit,494270,6,2025
Burwood Station,Entry,496412,6,2025
Burwood Station,Exit,510620,6,2025
Cabramatta Station,Entry,178805,6,2025
Cabramatta Station,Exit,175938,6,2025
Campbelltown Station,Entry,130788,6,2025
Campbelltown Station,Exit,130183,6,2025
Campsie Station,Entry,25,6,2025
Campsie Station,Exit,25,6,2025
Canley Vale Station,Entry,54327,6,2025
Canley Vale Station,Exit,49927,6,2025
Canterbury Station,Entry,25,6,2025
Canterbury Station,Exit,25,6,2025
Caringbah Station,Entry,54050,6,2025
Caringbah Station,Exit,50313,6,2025
Carlton Station,Entry,61147,6,2025
Carlton Station,Exit,55472,6,2025
Carramar Station,Entry,13763,6,2025
Carramar Station,Exit,11684,6,2025
Casula Station,Entry,8889,6,2025
Casula Station,Exit,7690,6,2025
Central Station,Entry,1981218,6,2025
Central Station,Exit,2064692,6,2025
Chatswood Station,Entry,830131,6,2025
Chatswood Station,Exit,859357,6,2025
Cheltenham Station,Entry,22929,6,2025
Cheltenham Station,Exit,18806,6,2025
Chester Hill Station,Entry,25044,6,2025
Chester Hill Station,Exit,23394,6,2025
Circular Quay Station,Entry,686934,6,2025
Circular Quay Station,Exit,591156,6,2025
Clarendon Station,Entry,1354,6,2025
Clarendon Station,Exit,1338,6,2025
Clyde Station,Entry,21937,6,2025
Clyde Station,Exit,20409,6,2025
Como Station,Entry,13749,6,2025
Como Station,Exit,11685,6,2025
Concord West Station,Entry,45166,6,2025
Concord West Station,Exit,42804,6,2025
Cronulla Station,Entry,49095,6,2025
Cronulla Station,Exit,48300,6,2025
Croydon Station,Entry,52123,6,2025
Croydon Station,Exit,46618,6,2025
Denistone Station,Entry,12330,6,2025
Denistone Station,Exit,10861,6,2025
Doonside Station,Entry,61476,6,2025
Doonside Station,Exit,54742,6,2025
East Hills Station,Entry,18560,6,2025
East Hills Station,Exit,17448,6,2025
East Richmond Station,Entry,4465,6,2025
East Richmond Station,Exit,5059,6,2025
Eastwood Station,Entry,167955,6,2025
Eastwood Station,Exit,170789,6,2025
Edgecliff Station,Entry,178031,6,2025
Edgecliff Station,Exit,170174,6,2025
Edmondson Park Station,Entry,96512,6,2025
Edmondson Park Station,Exit,92542,6,2025
Emu Plains Station,Entry,23165,6,2025
Emu Plains Station,Exit,21740,6,2025
Engadine Station,Entry,24817,6,2025
Engadine Station,Exit,23207,6,2025
Epping Station,Entry,372625,6,2025
Epping Station,Exit,366920,6,2025
Erskineville Station,Entry,48371,6,2025
Erskineville Station,Exit,42989,6,2025
Fairfield Station,Entry,126987,6,2025
Fairfield Station,Exit,122397,6,2025
Flemington Station,Entry,124839,6,2025
Flemington Station,Exit,118723,6,2025
Glenfield Station,Entry,126914,6,2025
Glenfield Station,Exit,119498,6,2025
Gordon Station,Entry,150105,6,2025
Gordon Station,Exit,147312,6,2025
Granville Station,Entry,200176,6,2025
Granville Station,Exit,190247,6,2025
Green Square Station,Entry,218347,6,2025
Green Square Station,Exit,212338,6,2025
Guildford Station,Entry,62256,6,2025
Guildford Station,Exit,56767,6,2025
Gymea Station,Entry,38638,6,2025
Gymea Station,Exit,35963,6,2025
Harris Park Station,Entry,59754,6,2025
Harris Park Station,Exit,60473,6,2025
Heathcote Station,Entry,10709,6,2025
Heathcote Station,Exit,10516,6,2025
Helensburgh Station,Entry,9264,6,2025
Helensburgh Station,Exit,8373,6,2025
Holsworthy Station,Entry,64486,6,2025
Holsworthy Station,Exit,61756,6,2025
Homebush Station,Entry,91286,6,2025
Homebush Station,Exit,85040,6,2025
Hornsby Station,Entry,281311,6,2025
Hornsby Station,Exit,286078,6,2025
Hurstville Station,Entry,441740,6,2025
Hurstville Station,Exit,446661,6,2025
Ingleburn Station,Entry,67640,6,2025
Ingleburn Station,Exit,66203,6,2025
Jannali Station,Entry,49841,6,2025
Jannali Station,Exit,47983,6,2025
Killara Station,Entry,46202,6,2025
Killara Station,Exit,44022,6,2025
Kings Cross Station,Entry,311384,6,2025
Kings Cross Station,Exit,324107,6,2025
Kingsgrove Station,Entry,50020,6,2025
Kingsgrove Station,Exit,47483,6,2025
Kingswood Station,Entry,46947,6,2025
Kingswood Station,Exit,44088,6,2025
Kirrawee Station,Entry,37383,6,2025
Kirrawee Station,Exit,35344,6,2025
Kogarah Station,Entry,236459,6,2025
Kogarah Station,Exit,227427,6,2025
Lakemba Station,Entry,25,6,2025
Lakemba Station,Exit,25,6,2025
Leightonfield Station,Entry,5217,6,2025
Leightonfield Station,Exit,5010,6,2025
Leppington Station,Entry,95542,6,2025
Leppington Station,Exit,91645,6,2025
Leumeah Station,Entry,55801,6,2025
Leumeah Station,Exit,52674,6,2025
Lewisham Station,Entry,59829,6,2025
Lewisham Station,Exit,55630,6,2025
Lidcombe Station,Entry,370702,6,2025
Lidcombe Station,Exit,373489,6,2025
Lindfield Station,Entry,87883,6,2025
Lindfield Station,Exit,86327,6,2025
Liverpool Station,Entry,195761,6,2025
Liverpool Station,Exit,193031,6,2025
Loftus Station,Entry,8624,6,2025
Loftus Station,Exit,7797,6,2025
Macarthur Station,Entry,64376,6,2025
Macarthur Station,Exit,62949,6,2025
Macdonaldtown Station,Entry,27468,6,2025
Macdonaldtown Station,Exit,26688,6,2025
Macquarie Fields Station,Entry,21402,6,2025
Macquarie Fields Station,Exit,19569,6,2025
Marayong Station,Entry,22932,6,2025
Marayong Station,Exit,20515,6,2025
Martin Place Station,Entry,856015,6,2025
Martin Place Station,Exit,949495,6,2025
Mascot Station,Entry,361319,6,2025
Mascot Station,Exit,365112,6,2025
Meadowbank Station,Entry,118479,6,2025
Meadowbank Station,Exit,109188,6,2025
Merrylands Station,Entry,143693,6,2025
Merrylands Station,Exit,139108,6,2025
Milsons Point Station,Entry,162911,6,2025
Milsons Point Station,Exit,176718,6,2025
Minto Station,Entry,65167,6,2025
Minto Station,Exit,62019,6,2025
Miranda Station,Entry,71398,6,2025
Miranda Station,Exit,73215,6,2025
Mortdale Station,Entry,72382,6,2025
Mortdale Station,Exit,65797,6,2025
Mount Colah Station,Entry,13510,6,2025
Mount Colah Station,Exit,12669,6,2025
Mount Druitt Station,Entry,132687,6,2025
Mount Druitt Station,Exit,131517,6,2025
Mount Kuring-gai Station,Entry,5172,6,2025
Mount Kuring-gai Station,Exit,5110,6,2025
Mulgrave Station,Entry,5307,6,2025
Mulgrave Station,Exit,5149,6,2025
Museum Station,Entry,206933,6,2025
Museum Station,Exit,242572,6,2025
Narwee Station,Entry,41675,6,2025
Narwee Station,Exit,38080,6,2025
Newtown Station,Entry,235139,6,2025
Newtown Station,Exit,266060,6,2025
Normanhurst Station,Entry,27869,6,2025
Normanhurst Station,Exit,22984,6,2025
North Strathfield Station,Entry,61098,6,2025
