station,date,entry_exit,trips
Ashfield Station,2017-04-01,entry,316250
Ashfield Station,2017-04-01,exit,307040
Ashfield Station,2017-05-01,entry,378500
Ashfield Station,2017-05-01,exit,367070
Ashfield Station,2017-06-01,entry,346370
Ashfield Station,2017-06-01,exit,337290
Ashfield Station,2017-07-01,entry,341990
Ashfield Station,2017-07-01,exit,334410
Ashfield Station,2017-08-01,entry,374800
Ashfield Station,2017-08-01,exit,364250
Ashfield Station,2017-09-01,entry,350270
Ashfield Station,2017-09-01,exit,341580
Ashfield Station,2017-10-01,entry,337450
Ashfield Station,2017-10-01,exit,328870
Ashfield Station,2017-11-01,entry,352410
Ashfield Station,2017-11-01,exit,345720
Ashfield Station,2017-12-01,entry,296930
Ashfield Station,2017-12-01,exit,286480
Ashfield Station,2018-01-01,entry,294350
Ashfield Station,2018-01-01,exit,292210
Ashfield Station,2018-02-01,entry,315070
Ashfield Station,2018-02-01,exit,307820
Ashfield Station,2018-03-01,entry,362460
Ashfield Station,2018-03-01,exit,353420
Ashfield Station,2018-04-01,entry,312190
Ashfield Station,2018-04-01,exit,305000
Ashfield Station,2018-05-01,entry,377520
Ashfield Station,2018-05-01,exit,368550
Ashfield Station,2018-06-01,entry,333430
Ashfield Station,2018-06-01,exit,330120
Ashfield Station,2018-07-01,entry,330570
Ashfield Station,2018-07-01,exit,327100
Ashfield Station,2018-08-01,entry,375290
Ashfield Station,2018-08-01,exit,367160
Ashfield Station,2018-09-01,entry,348580
Ashfield Station,2018-09-01,exit,341020
Ashfield Station,2018-10-01,entry,353140
Ashfield Station,2018-10-01,exit,348000
Ashfield Station,2018-11-01,entry,363810
Ashfield Station,2018-11-01,exit,353870
Ashfield Station,2018-12-01,entry,322960
Ashfield Station,2018-12-01,exit,311730
Ashfield Station,2019-01-01,entry,293410
Ashfield Station,2019-01-01,exit,291740
Ashfield Station,2019-02-01,entry,329640
Ashfield Station,2019-02-01,exit,323290
Ashfield Station,2019-03-01,entry,372190
Ashfield Station,2019-03-01,exit,365280
Ashfield Station,2019-04-01,entry,319870
Ashfield Station,2019-04-01,exit,312970
Ashfield Station,2019-05-01,entry,388480
Ashfield Station,2019-05-01,exit,378780
Ashfield Station,2019-06-01,entry,342070
Ashfield Station,2019-06-01,exit,339740
Ashfield Station,2019-07-01,entry,359370
Ashfield Station,2019-07-01,exit,355980
Ashfield Station,2019-08-01,entry,379170
Ashfield Station,2019-08-01,exit,372040
Ashfield Station,2019-09-01,entry,356520
Ashfield Station,2019-09-01,exit,347150
Ashfield Station,2019-10-01,entry,346880
Ashfield Station,2019-10-01,exit,340980
Ashfield Station,2019-11-01,entry,360220
Ashfield Station,2019-11-01,exit,349230
Ashfield Station,2019-12-01,entry,330220
Ashfield Station,2019-12-01,exit,319890
Ashfield Station,2020-01-01,entry,310490
Ashfield Station,2020-01-01,exit,308310
Ashfield Station,2020-02-01,entry,312760
Ashfield Station,2020-02-01,exit,305110
Ashfield Station,2020-03-01,entry,240090
Ashfield Station,2020-03-01,exit,233940
Ashfield Station,2020-04-01,entry,84530
Ashfield Station,2020-04-01,exit,84530
Ashfield Station,2020-05-01,entry,127120
Ashfield Station,2020-05-01,exit,126790
Ashfield Station,2020-06-01,entry,169010
Ashfield Station,2020-06-01,exit,165660
Ashfield Station,2020-07-01,entry,192720
Ashfield Station,2020-07-01,exit,188400
Ashfield Station,2020-08-01,entry,184690
Ashfield Station,2020-08-01,exit,182570
Ashfield Station,2020-09-01,entry,191940
Ashfield Station,2020-09-01,exit,188600
Ashfield Station,2020-10-01,entry,189730
Ashfield Station,2020-10-01,exit,186240
Ashfield Station,2020-11-01,entry,205920
Ashfield Station,2020-11-01,exit,201910
Ashfield Station,2020-12-01,entry,198700
Ashfield Station,2020-12-01,exit,195450
Ashfield Station,2021-01-01,entry,156120
Ashfield Station,2021-01-01,exit,154160
Ashfield Station,2021-02-01,entry,198330
Ashfield Station,2021-02-01,exit,195610
Ashfield Station,2021-03-01,entry,227100
Ashfield Station,2021-03-01,exit,223580
Ashfield Station,2021-04-01,entry,211100
Ashfield Station,2021-04-01,exit,208570
Ashfield Station,2021-05-01,entry,215410
Ashfield Station,2021-05-01,exit,212680
Ashfield Station,2021-06-01,entry,190480
Ashfield Station,2021-06-01,exit,187760
Ashfield Station,2021-07-01,entry,70340
Ashfield Station,2021-07-01,exit,71660
Ashfield Station,2021-08-01,entry,59810
Ashfield Station,2021-08-01,exit,61180
Ashfield Station,2021-09-01,entry,63740
Ashfield Station,2021-09-01,exit,64680
Ashfield Station,2021-10-01,entry,114560
Ashfield Station,2021-10-01,exit,113460
Ashfield Station,2021-11-01,entry,170360
Ashfield Station,2021-11-01,exit,165480
Ashfield Station,2021-12-01,entry,156400
Ashfield Station,2021-12-01,exit,153750
Ashfield Station,2022-01-01,entry,113530
Ashfield Station,2022-01-01,exit,113140
Ashfield Station,2022-02-01,entry,142210
Ashfield Station,2022-02-01,exit,138590
Ashfield Station,2022-03-01,entry,173980
Ashfield Station,2022-03-01,exit,170140
Ashfield Station,2022-04-01,entry,178420
Ashfield Station,2022-04-01,exit,176190
Ashfield Station,2022-05-01,entry,207690
Ashfield Station,2022-05-01,exit,204830
Ashfield Station,2022-06-01,entry,198290
Ashfield Station,2022-06-01,exit,195280
Ashfield Station,2022-07-01,entry,185440
Ashfield Station,2022-07-01,exit,182660
Ashfield Station,2022-08-01,entry,180630
Ashfield Station,2022-08-01,exit,177250
Ashfield Station,2022-09-01,entry,190170
Ashfield Station,2022-09-01,exit,185160
Ashfield Station,2022-10-01,entry,201500
Ashfield Station,2022-10-01,exit,197750
Ashfield Station,2022-11-01,entry,180750
Ashfield Station,2022-11-01,exit,175430
Ashfield Station,2022-12-01,entry,214490
Ashfield Station,2022-12-01,exit,212590
Ashfield Station,2023-01-01,entry,203350
Ashfield Station,2023-01-01,exit,203890
Ashfield Station,2023-02-01,entry,214720
Ashfield Station,2023-02-01,exit,211410
Ashfield Station,2023-03-01,entry,249120
Ashfield Station,2023-03-01,exit,244870
Ashfield Station,2023-04-01,entry,205650
Ashfield Station,2023-04-01,exit,203970
Ashfield Station,2023-05-01,entry,254350
Ashfield Station,2023-05-01,exit,249780
Ashfield Station,2023-06-01,entry,249160
Ashfield Station,2023-06-01,exit,248480
Ashfield Station,2023-07-01,entry,252100
Ashfield Station,2023-07-01,exit,252640
Ashfield Station,2023-08-01,entry,269850
Ashfield Station,2023-08-01,exit,268300
Ashfield Station,2023-09-01,entry,246150
Ashfield Station,2023-09-01,exit,244440
Ashfield Station,2023-10-01,entry,248630
Ashfield Station,2023-10-01,exit,246160
Ashfield Station,2023-11-01,entry,254440
Ashfield Station,2023-11-01,exit,252670
Ashfield Station,2023-12-01,entry,226780
Ashfield Station,2023-12-01,exit,221060
Ashfield Station,2024-01-01,entry,220210
Ashfield Station,2024-01-01,exit,222470
Ashfield Station,2024-02-01,entry,256120
Ashfield Station,2024-02-01,exit,254230
Ashfield Station,2024-03-01,entry,268600
Ashfield Station,2024-03-01,exit,262660
Ashfield Station,2024-04-01,entry,244690
Ashfield Station,2024-04-01,exit,244040
Ashfield Station,2024-05-01,entry,260660
Ashfield Station,2024-05-01,exit,257900
Ashfield Station,2024-06-01,entry,247930
Ashfield Station,2024-06-01,exit,246970
Ashfield Station,2024-10-01,entry,263502
Ashfield Station,2024-10-01,exit,262891
Ashfield Station,2024-11-01,entry,264606
Ashfield Station,2024-11-01,exit,262657
Ashfield Station,2024-12-01,entry,240134
Ashfield Station,2024-12-01,exit,234519
Ashfield Station,2025-01-01,entry,213037
Ashfield Station,2025-01-01,exit,214257
Ashfield Station,2025-02-01,entry,237577
Ashfield Station,2025-02-01,exit,236851
Ashfield Station,2025-03-01,entry,271193
Ashfield Station,2025-03-01,exit,269097
Ashfield Station,2025-04-01,entry,238540
Ashfield Station,2025-04-01,exit,235209
Ashfield Station,2025-05-01,entry,262075
Ashfield Station,2025-05-01,exit,258974
Ashfield Station,2025-06-01,entry,261247
Ashfield Station,2025-06-01,exit,257836
Ashfield Station,2025-07-01,entry,248178
Ashfield Station,2025-07-01,exit,245551
Ashfield Station,2025-08-01,entry,257215
Ashfield Station,2025-08-01,exit,257009
Ashfield Station,2025-09-01,entry,248304
Ashfield Station,2025-09-01,exit,245387
Asquith Station,2016-07-01,entry,25220
Asquith Station,2016-07-01,exit,22170
Asquith Station,2016-08-01,entry,32650
Asquith Station,2016-08-01,exit,27920
Asquith Station,2016-09-01,entry,30180
Asquith Station,2016-09-01,exit,25940
Asquith Station,2016-10-01,entry,29210
Asquith Station,2016-10-01,exit,25460
Asquith Station,2016-11-01,entry,33430
Asquith Station,2016-11-01,exit,29090
Asquith Station,2016-12-01,entry,25900
Asquith Station,2016-12-01,exit,21790
Asquith Station,2017-01-01,entry,23000
Asquith Station,2017-01-01,exit,20300
Asquith Station,2017-02-01,entry,32990
Asquith Station,2017-02-01,exit,28030
Asquith Station,2017-03-01,entry,38000
Asquith Station,2017-03-01,exit,31580
Asquith Station,2017-04-01,entry,26700
Asquith Station,2017-04-01,exit,23390
Asquith Station,2017-05-01,entry,39720
Asquith Station,2017-05-01,exit,33300
Asquith Station,2017-06-01,entry,34730
Asquith Station,2017-06-01,exit,28590
Asquith Station,2017-07-01,entry,32480
Asquith Station,2017-07-01,exit,28150
Asquith Station,2017-08-01,entry,40570
Asquith Station,2017-08-01,exit,34030
Asquith Station,2017-09-01,entry,36940
Asquith Station,2017-09-01,exit,31530
Asquith Station,2017-10-01,entry,37730
Asquith Station,2017-10-01,exit,32030
Asquith Station,2017-11-01,entry,41290
Asquith Station,2017-11-01,exit,34710
Asquith Station,2017-12-01,entry,30160
Asquith Station,2017-12-01,exit,25710
Asquith Station,2018-01-01,entry,17670
Asquith Station,2018-01-01,exit,15910
Asquith Station,2018-02-01,entry,41280
Asquith Station,2018-02-01,exit,34660
Asquith Station,2018-03-01,entry,44910
Asquith Station,2018-03-01,exit,37320
Asquith Station,2018-04-01,entry,35640
Asquith Station,2018-04-01,exit,30550
Asquith Station,2018-05-01,entry,47220
Asquith Station,2018-05-01,exit,39330
Asquith Station,2018-06-01,entry,40280
Asquith Station,2018-06-01,exit,33320
Asquith Station,2018-07-01,entry,39400
Asquith Station,2018-07-01,exit,33940
Asquith Station,2018-08-01,entry,46240
Asquith Station,2018-08-01,exit,38280
Asquith Station,2018-09-01,entry,43030
Asquith Station,2018-09-01,exit,35900
Asquith Station,2018-10-01,entry,40010
Asquith Station,2018-10-01,exit,34160
Asquith Station,2018-11-01,entry,43790
Asquith Station,2018-11-01,exit,36160
Asquith Station,2018-12-01,entry,33810
Asquith Station,2018-12-01,exit,27870
Asquith Station,2019-01-01,entry,29770
Asquith Station,2019-01-01,exit,26650
Asquith Station,2019-02-01,entry,41270
Asquith Station,2019-02-01,exit,33690
Asquith Station,2019-03-01,entry,44650
Asquith Station,2019-03-01,exit,37460
Asquith Station,2019-04-01,entry,37400
Asquith Station,2019-04-01,exit,32200
Asquith Station,2019-05-01,entry,47830
Asquith Station,2019-05-01,exit,41360
Asquith Station,2019-06-01,entry,38880
Asquith Station,2019-06-01,exit,33440
Asquith Station,2019-07-01,entry,41610
Asquith Station,2019-07-01,exit,36410
Asquith Station,2019-08-01,entry,45790
Asquith Station,2019-08-01,exit,38730
Asquith Station,2019-09-01,entry,43830
Asquith Station,2019-09-01,exit,37150
Asquith Station,2019-10-01,entry,42360
Asquith Station,2019-10-01,exit,36590
Asquith Station,2019-11-01,entry,44380
Asquith Station,2019-11-01,exit,36890
Asquith Station,2019-12-01,entry,36820
Asquith Station,2019-12-01,exit,31680
Asquith Station,2020-01-01,entry,32880
Asquith Station,2020-01-01,exit,29820
Asquith Station,2020-02-01,entry,41320
Asquith Station,2020-02-01,exit,35270
Asquith Station,2020-03-01,entry,32150
Asquith Station,2020-03-01,exit,27420
Asquith Station,2020-04-01,entry,6890
Asquith Station,2020-04-01,exit,6470
Asquith Station,2020-05-01,entry,11810
Asquith Station,2020-05-01,exit,10530
Asquith Station,2020-06-01,entry,19180
Asquith Station,2020-06-01,exit,16080
Asquith Station,2020-07-01,entry,19300
Asquith Station,2020-07-01,exit,16730
Asquith Station,2020-08-01,entry,20640
Asquith Station,2020-08-01,exit,17660
Asquith Station,2020-09-01,entry,21140
Asquith Station,2020-09-01,exit,18300
Asquith Station,2020-10-01,entry,20540
Asquith Station,2020-10-01,exit,18320
Asquith Station,2020-11-01,entry,23150
Asquith Station,2020-11-01,exit,19850
Asquith Station,2020-12-01,entry,19340
Asquith Station,2020-12-01,exit,16920
Asquith Station,2021-01-01,entry,14440
Asquith Station,2021-01-01,exit,13350
Asquith Station,2021-02-01,entry,25660
Asquith Station,2021-02-01,exit,21940
Asquith Station,2021-03-01,entry,28060
Asquith Station,2021-03-01,exit,23540
Asquith Station,2021-04-01,entry,24740
Asquith Station,2021-04-01,exit,21390
Asquith Station,2021-05-01,entry,27970
Asquith Station,2021-05-01,exit,23520
Asquith Station,2021-06-01,entry,21870
Asquith Station,2021-06-01,exit,18430
Asquith Station,2021-07-01,entry,5550
Asquith Station,2021-07-01,exit,5160
Asquith Station,2021-08-01,entry,4710
Asquith Station,2021-08-01,exit,4470
Asquith Station,2021-09-01,entry,5050
Asquith Station,2021-09-01,exit,4690
Asquith Station,2021-10-01,entry,10140
Asquith Station,2021-10-01,exit,8720
Asquith Station,2021-11-01,entry,19960
Asquith Station,2021-11-01,exit,16730
Asquith Station,2021-12-01,entry,15810
Asquith Station,2021-12-01,exit,12980
Asquith Station,2022-01-01,entry,9290
Asquith Station,2022-01-01,exit,8590
Asquith Station,2022-02-01,entry,14000
Asquith Station,2022-02-01,exit,11690
Asquith Station,2022-03-01,entry,15370
Asquith Station,2022-03-01,exit,12760
Asquith Station,2022-04-01,entry,18370
Asquith Station,2022-04-01,exit,15740
Asquith Station,2022-05-01,entry,24960
Asquith Station,2022-05-01,exit,20980
Asquith Station,2022-06-01,entry,22450
Asquith Station,2022-06-01,exit,18620
Asquith Station,2022-07-01,entry,16900
Asquith Station,2022-07-01,exit,14640
Asquith Station,2022-08-01,entry,23270
Asquith Station,2022-08-01,exit,18470
Asquith Station,2022-09-01,entry,22440
Asquith Station,2022-09-01,exit,18440
Asquith Station,2022-10-01,entry,22310
Asquith Station,2022-10-01,exit,18920
Asquith Station,2022-11-01,entry,21350
Asquith Station,2022-11-01,exit,18230
Asquith Station,2022-12-01,entry,21610
Asquith Station,2022-12-01,exit,18350
Asquith Station,2023-01-01,entry,18780
Asquith Station,2023-01-01,exit,17490
Asquith Station,2023-02-01,entry,28390
Asquith Station,2023-02-01,exit,23730
Asquith Station,2023-03-01,entry,31360
Asquith Station,2023-03-01,exit,25510
Asquith Station,2023-04-01,entry,22970
Asquith Station,2023-04-01,exit,20250
Asquith Station,2023-05-01,entry,32490
Asquith Station,2023-05-01,exit,27010
Asquith Station,2023-06-01,entry,28560
Asquith Station,2023-06-01,exit,23460
Asquith Station,2023-07-01,entry,27350
Asquith Station,2023-07-01,exit,24180
Asquith Station,2023-08-01,entry,32390
Asquith Station,2023-08-01,exit,26820
Asquith Station,2023-09-01,entry,30000
Asquith Station,2023-09-01,exit,25480
Asquith Station,2023-10-01,entry,30140
Asquith Station,2023-10-01,exit,25940
Asquith Station,2023-11-01,entry,31200
Asquith Station,2023-11-01,exit,26180
Asquith Station,2023-12-01,entry,24970
Asquith Station,2023-12-01,exit,20950
Asquith Station,2024-01-01,entry,21270
Asquith Station,2024-01-01,exit,19580
Asquith Station,2024-02-01,entry,32730
Asquith Station,2024-02-01,exit,26600
Asquith Station,2024-03-01,entry,31920
Asquith Station,2024-03-01,exit,26330
Asquith Station,2024-04-01,entry,27410
Asquith Station,2024-04-01,exit,23560
Asquith Station,2024-05-01,entry,33840
Asquith Station,2024-05-01,exit,28170
Asquith Station,2024-06-01,entry,27630
Asquith Station,2024-06-01,exit,23170
Asquith Station,2024-10-01,entry,30489
Asquith Station,2024-10-01,exit,26990
Asquith Station,2024-11-01,entry,29018
Asquith Station,2024-11-01,exit,25898
Asquith Station,2024-12-01,entry,24230
Asquith Station,2024-12-01,exit,21426
Asquith Station,2025-01-01,entry,19129
Asquith Station,2025-01-01,exit,17311
Asquith Station,2025-02-01,entry,27885
Asquith Station,2025-02-01,exit,24860
Asquith Station,2025-03-01,entry,33009
Asquith Station,2025-03-01,exit,29097
Asquith Station,2025-04-01,entry,27827
Asquith Station,2025-04-01,exit,25107
Asquith Station,2025-05-01,entry,30247
Asquith Station,2025-05-01,exit,26048
Asquith Station,2025-06-01,entry,30967
Asquith Station,2025-06-01,exit,27453
Asquith Station,2025-07-01,entry,28312
Asquith Station,2025-07-01,exit,25825
Asquith Station,2025-08-01,entry,28999
Asquith Station,2025-08-01,exit,26068
Asquith Station,2025-09-01,entry,29393
Asquith Station,2025-09-01,exit,25985
Auburn Station,2016-07-01,entry,278170
Auburn Station,2016-07-01,exit,271780
Auburn Station,2016-08-01,entry,331970
Auburn Station,2016-08-01,exit,325630
Auburn Station,2016-09-01,entry,307620
Auburn Station,2016-09-01,exit,300210
Auburn Station,2016-10-01,entry,306920
Auburn Station,2016-10-01,exit,299790
Auburn Station,2016-11-01,entry,311070
Auburn Station,2016-11-01,exit,304100
Auburn Station,2016-12-01,entry,297050
Auburn Station,2016-12-01,exit,283710
Auburn Station,2017-01-01,entry,275130
Auburn Station,2017-01-01,exit,272700
Auburn Station,2017-02-01,entry,284190
Auburn Station,2017-02-01,exit,277910
Auburn Station,2017-03-01,entry,342600
Auburn Station,2017-03-01,exit,333500
Auburn Station,2017-04-01,entry,307590
Auburn Station,2017-04-01,exit,299390
Auburn Station,2017-05-01,entry,342290
Auburn Station,2017-05-01,exit,334450
Auburn Station,2017-06-01,entry,330490
Auburn Station,2017-06-01,exit,322120
Auburn Station,2017-07-01,entry,345140
Auburn Station,2017-07-01,exit,336320
Auburn Station,2017-08-01,entry,396790
Auburn Station,2017-08-01,exit,387130
Auburn Station,2017-09-01,entry,359620
Auburn Station,2017-09-01,exit,350160
Auburn Station,2017-10-01,entry,369100
Auburn Station,2017-10-01,exit,359300
Auburn Station,2017-11-01,entry,373650
Auburn Station,2017-11-01,exit,363880
Auburn Station,2017-12-01,entry,349720
Auburn Station,2017-12-01,exit,334270
Auburn Station,2018-01-01,entry,326780
Auburn Station,2018-01-01,exit,322230
Auburn Station,2018-02-01,entry,338870
Auburn Station,2018-02-01,exit,330190
Auburn Station,2018-03-01,entry,393830
Auburn Station,2018-03-01,exit,382740
Auburn Station,2018-04-01,entry,347630
Auburn Station,2018-04-01,exit,338630
Auburn Station,2018-05-01,entry,412370
Auburn Station,2018-05-01,exit,402110
Auburn Station,2018-06-01,entry,380920
Auburn Station,2018-06-01,exit,369790
Auburn Station,2018-07-01,entry,407620
Auburn Station,2018-07-01,exit,397230
Auburn Station,2018-08-01,entry,448580
Auburn Station,2018-08-01,exit,435010
Auburn Station,2018-09-01,entry,415910
Auburn Station,2018-09-01,exit,403440
Auburn Station,2018-10-01,entry,423600
Auburn Station,2018-10-01,exit,411480
Auburn Station,2018-11-01,entry,427720
Auburn Station,2018-11-01,exit,414170
