station,date,trips
Kingswood Station,2020-09-01,61080
Kingswood Station,2020-10-01,64470
Kingswood Station,2020-11-01,65150
Kingswood Station,2020-12-01,59370
Kingswood Station,2021-01-01,51050
Kingswood Station,2021-02-01,66870
Kingswood Station,2021-03-01,82020
Kingswood Station,2021-04-01,75430
Kingswood Station,2021-05-01,78860
Kingswood Station,2021-06-01,69500
Kingswood Station,2021-07-01,31940
Kingswood Station,2021-08-01,25200
Kingswood Station,2021-09-01,25690
Kingswood Station,2021-10-01,39930
Kingswood Station,2021-11-01,58650
Kingswood Station,2021-12-01,51210
Kingswood Station,2022-01-01,38930
Kingswood Station,2022-02-01,48670
Kingswood Station,2022-03-01,69040
Kingswood Station,2022-04-01,64360
Kingswood Station,2022-05-01,77200
Kingswood Station,2022-06-01,74660
Kingswood Station,2022-07-01,68510
Kingswood Station,2022-08-01,72860
Kingswood Station,2022-09-01,67490
Kingswood Station,2022-10-01,72230
Kingswood Station,2022-11-01,61350
Kingswood Station,2022-12-01,64050
Kingswood Station,2023-01-01,63220
Kingswood Station,2023-02-01,73040
Kingswood Station,2023-03-01,95610
Kingswood Station,2023-04-01,71530
Kingswood Station,2023-05-01,93330
Kingswood Station,2023-06-01,86630
Kingswood Station,2023-07-01,86140
Kingswood Station,2023-08-01,103320
Kingswood Station,2023-09-01,89440
Kingswood Station,2023-10-01,94200
Kingswood Station,2023-11-01,90440
Kingswood Station,2023-12-01,75690
Kingswood Station,2024-01-01,76010
Kingswood Station,2024-02-01,92780
Kingswood Station,2024-03-01,103350
Kingswood Station,2024-04-01,91050
Kingswood Station,2024-05-01,105190
Kingswood Station,2024-06-01,91440
Kingswood Station,2024-10-01,103837
Kingswood Station,2024-11-01,98995
Kingswood Station,2024-12-01,82690
Kingswood Station,2025-01-01,72511
Kingswood Station,2025-02-01,81125
Kingswood Station,2025-03-01,103049
Kingswood Station,2025-04-01,92698
Kingswood Station,2025-05-01,96221
Kingswood Station,2025-06-01,91035
Kingswood Station,2025-07-01,92455
Kingswood Station,2025-08-01,96642
Kingswood Station,2025-09-01,90756
Kirrawee Station,2016-07-01,59810
Kirrawee Station,2016-08-01,70590
Kirrawee Station,2016-09-01,66550
Kirrawee Station,2016-10-01,65670
Kirrawee Station,2016-11-01,71270
Kirrawee Station,2016-12-01,64600
Kirrawee Station,2017-01-01,58150
Kirrawee Station,2017-02-01,67650
Kirrawee Station,2017-03-01,78340
Kirrawee Station,2017-04-01,64400
Kirrawee Station,2017-05-01,78360
Kirrawee Station,2017-06-01,69240
Kirrawee Station,2017-07-01,66800
Kirrawee Station,2017-08-01,74620
Kirrawee Station,2017-09-01,70710
Kirrawee Station,2017-10-01,72300
Kirrawee Station,2017-11-01,72940
Kirrawee Station,2017-12-01,65060
Kirrawee Station,2018-01-01,63480
Kirrawee Station,2018-02-01,70010
Kirrawee Station,2018-03-01,75370
Kirrawee Station,2018-04-01,71520
Kirrawee Station,2018-05-01,82420
Kirrawee Station,2018-06-01,71380
Kirrawee Station,2018-07-01,76250
Kirrawee Station,2018-08-01,77920
Kirrawee Station,2018-09-01,74260
Kirrawee Station,2018-10-01,76900
Kirrawee Station,2018-11-01,83810
Kirrawee Station,2018-12-01,70070
Kirrawee Station,2019-01-01,74510
Kirrawee Station,2019-02-01,82610
Kirrawee Station,2019-03-01,87350
Kirrawee Station,2019-04-01,79650
Kirrawee Station,2019-05-01,94590
Kirrawee Station,2019-06-01,78870
Kirrawee Station,2019-07-01,65180
Kirrawee Station,2019-08-01,86730
Kirrawee Station,2019-09-01,86900
Kirrawee Station,2019-10-01,93920
Kirrawee Station,2019-11-01,91610
Kirrawee Station,2019-12-01,79920
Kirrawee Station,2020-01-01,84090
Kirrawee Station,2020-02-01,87280
Kirrawee Station,2020-03-01,66350
Kirrawee Station,2020-04-01,20750
Kirrawee Station,2020-05-01,31390
Kirrawee Station,2020-06-01,42070
Kirrawee Station,2020-07-01,50280
Kirrawee Station,2020-08-01,45590
Kirrawee Station,2020-09-01,51370
Kirrawee Station,2020-10-01,55610
Kirrawee Station,2020-11-01,57070
Kirrawee Station,2020-12-01,51330
Kirrawee Station,2021-01-01,48480
Kirrawee Station,2021-02-01,57070
Kirrawee Station,2021-03-01,68010
Kirrawee Station,2021-04-01,66980
Kirrawee Station,2021-05-01,69600
Kirrawee Station,2021-06-01,57360
Kirrawee Station,2021-07-01,21780
Kirrawee Station,2021-08-01,20230
Kirrawee Station,2021-09-01,21480
Kirrawee Station,2021-10-01,38330
Kirrawee Station,2021-11-01,50510
Kirrawee Station,2021-12-01,50410
Kirrawee Station,2022-01-01,36750
Kirrawee Station,2022-02-01,41680
Kirrawee Station,2022-03-01,55480
Kirrawee Station,2022-04-01,56390
Kirrawee Station,2022-05-01,63120
Kirrawee Station,2022-06-01,61270
Kirrawee Station,2022-07-01,54170
Kirrawee Station,2022-08-01,61950
Kirrawee Station,2022-09-01,61950
Kirrawee Station,2022-10-01,67220
Kirrawee Station,2022-11-01,54600
Kirrawee Station,2022-12-01,66790
Kirrawee Station,2023-01-01,60650
Kirrawee Station,2023-02-01,68050
Kirrawee Station,2023-03-01,78350
Kirrawee Station,2023-04-01,68150
Kirrawee Station,2023-05-01,77850
Kirrawee Station,2023-06-01,78340
Kirrawee Station,2023-07-01,72860
Kirrawee Station,2023-08-01,84470
Kirrawee Station,2023-09-01,81940
Kirrawee Station,2023-10-01,74820
Kirrawee Station,2023-11-01,81230
Kirrawee Station,2023-12-01,76750
Kirrawee Station,2024-01-01,74340
Kirrawee Station,2024-02-01,75390
Kirrawee Station,2024-03-01,75020
Kirrawee Station,2024-04-01,75010
Kirrawee Station,2024-05-01,81980
Kirrawee Station,2024-06-01,67780
Kirrawee Station,2024-10-01,81742
Kirrawee Station,2024-11-01,80972
Kirrawee Station,2024-12-01,69396
Kirrawee Station,2025-01-01,67165
Kirrawee Station,2025-02-01,73073
Kirrawee Station,2025-03-01,79756
Kirrawee Station,2025-04-01,75593
Kirrawee Station,2025-05-01,81415
Kirrawee Station,2025-06-01,72727
Kirrawee Station,2025-07-01,77692
Kirrawee Station,2025-08-01,74382
Kirrawee Station,2025-09-01,74482
Kogarah Station,2016-07-01,523200
Kogarah Station,2016-08-01,620540
Kogarah Station,2016-09-01,572050
Kogarah Station,2016-10-01,542460
Kogarah Station,2016-11-01,591880
Kogarah Station,2016-12-01,520020
Kogarah Station,2017-01-01,456070
Kogarah Station,2017-02-01,539710
Kogarah Station,2017-03-01,637360
Kogarah Station,2017-04-01,520260
Kogarah Station,2017-05-01,641650
Kogarah Station,2017-06-01,560420
Kogarah Station,2017-07-01,568480
Kogarah Station,2017-08-01,625210
Kogarah Station,2017-09-01,579880
Kogarah Station,2017-10-01,590110
Kogarah Station,2017-11-01,581810
Kogarah Station,2017-12-01,522880
Kogarah Station,2018-01-01,499340
Kogarah Station,2018-02-01,558020
Kogarah Station,2018-03-01,606190
Kogarah Station,2018-04-01,563660
Kogarah Station,2018-05-01,659450
Kogarah Station,2018-06-01,577260
Kogarah Station,2018-07-01,587610
Kogarah Station,2018-08-01,650750
Kogarah Station,2018-09-01,606520
Kogarah Station,2018-10-01,622170
Kogarah Station,2018-11-01,629300
Kogarah Station,2018-12-01,523200
Kogarah Station,2019-01-01,533640
Kogarah Station,2019-02-01,593140
Kogarah Station,2019-03-01,632330
Kogarah Station,2019-04-01,586390
Kogarah Station,2019-05-01,685810
Kogarah Station,2019-06-01,577660
Kogarah Station,2019-07-01,630860
Kogarah Station,2019-08-01,626620
Kogarah Station,2019-09-01,624810
Kogarah Station,2019-10-01,631920
Kogarah Station,2019-11-01,637140
Kogarah Station,2019-12-01,509070
Kogarah Station,2020-01-01,532120
Kogarah Station,2020-02-01,575010
Kogarah Station,2020-03-01,445740
Kogarah Station,2020-04-01,172860
Kogarah Station,2020-05-01,243000
Kogarah Station,2020-06-01,314110
Kogarah Station,2020-07-01,347950
Kogarah Station,2020-08-01,326180
Kogarah Station,2020-09-01,349120
Kogarah Station,2020-10-01,357750
Kogarah Station,2020-11-01,370590
Kogarah Station,2020-12-01,309020
Kogarah Station,2021-01-01,288190
Kogarah Station,2021-02-01,349950
Kogarah Station,2021-03-01,413520
Kogarah Station,2021-04-01,382680
Kogarah Station,2021-05-01,413750
Kogarah Station,2021-06-01,346960
Kogarah Station,2021-07-01,151770
Kogarah Station,2021-08-01,127880
Kogarah Station,2021-09-01,131790
Kogarah Station,2021-10-01,217080
Kogarah Station,2021-11-01,293730
Kogarah Station,2021-12-01,281600
Kogarah Station,2022-01-01,218020
Kogarah Station,2022-02-01,265960
Kogarah Station,2022-03-01,329870
Kogarah Station,2022-04-01,330990
Kogarah Station,2022-05-01,373940
Kogarah Station,2022-06-01,392580
Kogarah Station,2022-07-01,347750
Kogarah Station,2022-08-01,389330
Kogarah Station,2022-09-01,378370
Kogarah Station,2022-10-01,405310
Kogarah Station,2022-11-01,337170
Kogarah Station,2022-12-01,402070
Kogarah Station,2023-01-01,354570
Kogarah Station,2023-02-01,435020
Kogarah Station,2023-03-01,488390
Kogarah Station,2023-04-01,407550
Kogarah Station,2023-05-01,460010
Kogarah Station,2023-06-01,475190
Kogarah Station,2023-07-01,433560
Kogarah Station,2023-08-01,518300
Kogarah Station,2023-09-01,486170
Kogarah Station,2023-10-01,476320
Kogarah Station,2023-11-01,505770
Kogarah Station,2023-12-01,450290
Kogarah Station,2024-01-01,424270
Kogarah Station,2024-02-01,463990
Kogarah Station,2024-03-01,532260
Kogarah Station,2024-04-01,475810
Kogarah Station,2024-05-01,535330
Kogarah Station,2024-06-01,461250
Kogarah Station,2024-10-01,523156
Kogarah Station,2024-11-01,506436
Kogarah Station,2024-12-01,437289
Kogarah Station,2025-01-01,368934
Kogarah Station,2025-02-01,450343
Kogarah Station,2025-03-01,499090
Kogarah Station,2025-04-01,457767
Kogarah Station,2025-05-01,495162
Kogarah Station,2025-06-01,463886
Kogarah Station,2025-07-01,469530
Kogarah Station,2025-08-01,461700
Kogarah Station,2025-09-01,463002
Lakemba Station,2016-07-01,172930
Lakemba Station,2016-08-01,203180
Lakemba Station,2016-09-01,189280
Lakemba Station,2016-10-01,189610
Lakemba Station,2016-11-01,188630
Lakemba Station,2016-12-01,165810
Lakemba Station,2017-01-01,166310
Lakemba Station,2017-02-01,166410
Lakemba Station,2017-03-01,201440
Lakemba Station,2017-04-01,177520
Lakemba Station,2017-05-01,207320
Lakemba Station,2017-06-01,193690
Lakemba Station,2017-07-01,183510
Lakemba Station,2017-08-01,208760
Lakemba Station,2017-09-01,193630
Lakemba Station,2017-10-01,203430
Lakemba Station,2017-11-01,200600
Lakemba Station,2017-12-01,184760
Lakemba Station,2018-01-01,175300
Lakemba Station,2018-02-01,172920
Lakemba Station,2018-03-01,215970
Lakemba Station,2018-04-01,201520
Lakemba Station,2018-05-01,233020
Lakemba Station,2018-06-01,207100
Lakemba Station,2018-07-01,217480
Lakemba Station,2018-08-01,220460
Lakemba Station,2018-09-01,214540
Lakemba Station,2018-10-01,219400
Lakemba Station,2018-11-01,207820
Lakemba Station,2018-12-01,196770
Lakemba Station,2019-01-01,183930
Lakemba Station,2019-02-01,195950
Lakemba Station,2019-03-01,229110
Lakemba Station,2019-04-01,212980
Lakemba Station,2019-05-01,266210
Lakemba Station,2019-06-01,206050
Lakemba Station,2019-07-01,226190
Lakemba Station,2019-08-01,220420
Lakemba Station,2019-09-01,220940
Lakemba Station,2019-10-01,227570
Lakemba Station,2019-11-01,206440
Lakemba Station,2019-12-01,188050
Lakemba Station,2020-01-01,181490
Lakemba Station,2020-02-01,188490
Lakemba Station,2020-03-01,156240
Lakemba Station,2020-04-01,73360
Lakemba Station,2020-05-01,87840
Lakemba Station,2020-06-01,121850
Lakemba Station,2020-07-01,132640
Lakemba Station,2020-08-01,121060
Lakemba Station,2020-09-01,128380
Lakemba Station,2020-10-01,122650
Lakemba Station,2020-11-01,129100
Lakemba Station,2020-12-01,111220
Lakemba Station,2021-01-01,103340
Lakemba Station,2021-02-01,123220
Lakemba Station,2021-03-01,137170
Lakemba Station,2021-04-01,139410
Lakemba Station,2021-05-01,140520
Lakemba Station,2021-06-01,112640
Lakemba Station,2021-07-01,36490
Lakemba Station,2021-08-01,42410
Lakemba Station,2021-09-01,48300
Lakemba Station,2021-10-01,70640
Lakemba Station,2021-11-01,100300
Lakemba Station,2021-12-01,85410
Lakemba Station,2022-01-01,70010
Lakemba Station,2022-02-01,82440
Lakemba Station,2022-03-01,101790
Lakemba Station,2022-04-01,182150
Lakemba Station,2022-05-01,125110
Lakemba Station,2022-06-01,134010
Lakemba Station,2022-07-01,79590
Lakemba Station,2022-08-01,112990
Lakemba Station,2022-09-01,99410
Lakemba Station,2022-10-01,106440
Lakemba Station,2022-11-01,104190
Lakemba Station,2022-12-01,136410
Lakemba Station,2023-01-01,133640
Lakemba Station,2023-02-01,133990
Lakemba Station,2023-03-01,190180
Lakemba Station,2023-04-01,202420
Lakemba Station,2023-05-01,153110
Lakemba Station,2023-06-01,166790
Lakemba Station,2023-07-01,113490
Lakemba Station,2023-08-01,180840
Lakemba Station,2023-09-01,139850
Lakemba Station,2023-10-01,142000
Lakemba Station,2023-11-01,167760
Lakemba Station,2023-12-01,144430
Lakemba Station,2024-01-01,48470
Lakemba Station,2024-02-01,152030
Lakemba Station,2024-03-01,254270
Lakemba Station,2024-04-01,126760
Lakemba Station,2024-05-01,172890
Lakemba Station,2024-06-01,145960
Lakemba Station,2025-01-01,50
Lakemba Station,2025-03-01,50
Lakemba Station,2025-06-01,50
Lakemba Station,2025-07-01,50
Leightonfield Station,2016-07-01,10160
Leightonfield Station,2016-08-01,13350
Leightonfield Station,2016-09-01,13240
Leightonfield Station,2016-10-01,13570
Leightonfield Station,2016-11-01,17200
Leightonfield Station,2016-12-01,13890
Leightonfield Station,2017-01-01,11720
Leightonfield Station,2017-02-01,10780
Leightonfield Station,2017-03-01,13040
Leightonfield Station,2017-04-01,11430
Leightonfield Station,2017-05-01,13740
Leightonfield Station,2017-06-01,12630
Leightonfield Station,2017-07-01,13550
Leightonfield Station,2017-08-01,15670
Leightonfield Station,2017-09-01,15940
Leightonfield Station,2017-10-01,17150
Leightonfield Station,2017-11-01,19110
Leightonfield Station,2017-12-01,12500
Leightonfield Station,2018-01-01,11890
Leightonfield Station,2018-02-01,11340
Leightonfield Station,2018-03-01,12580
Leightonfield Station,2018-04-01,11430
Leightonfield Station,2018-05-01,13140
Leightonfield Station,2018-06-01,11750
Leightonfield Station,2018-07-01,12780
Leightonfield Station,2018-08-01,15030
Leightonfield Station,2018-09-01,14430
Leightonfield Station,2018-10-01,15880
Leightonfield Station,2018-11-01,15050
Leightonfield Station,2018-12-01,11520
Leightonfield Station,2019-01-01,11890
Leightonfield Station,2019-02-01,12350
Leightonfield Station,2019-03-01,13200
Leightonfield Station,2019-04-01,12340
Leightonfield Station,2019-05-01,14160
Leightonfield Station,2019-06-01,11820
Leightonfield Station,2019-07-01,13660
Leightonfield Station,2019-08-01,13380
Leightonfield Station,2019-09-01,12980
Leightonfield Station,2019-10-01,14760
Leightonfield Station,2019-11-01,13630
Leightonfield Station,2019-12-01,11180
Leightonfield Station,2020-01-01,10480
Leightonfield Station,2020-02-01,10440
Leightonfield Station,2020-03-01,9800
Leightonfield Station,2020-04-01,5710
Leightonfield Station,2020-05-01,6110
Leightonfield Station,2020-06-01,7190
Leightonfield Station,2020-07-01,8460
Leightonfield Station,2020-08-01,9000
Leightonfield Station,2020-09-01,10650
Leightonfield Station,2020-10-01,10630
Leightonfield Station,2020-11-01,10370
Leightonfield Station,2020-12-01,8790
Leightonfield Station,2021-01-01,7060
Leightonfield Station,2021-02-01,8060
Leightonfield Station,2021-03-01,9670
Leightonfield Station,2021-04-01,8990
Leightonfield Station,2021-05-01,8980
Leightonfield Station,2021-06-01,8610
Leightonfield Station,2021-07-01,5850
Leightonfield Station,2021-08-01,5160
Leightonfield Station,2021-09-01,5740
Leightonfield Station,2021-10-01,6740
Leightonfield Station,2021-11-01,8150
Leightonfield Station,2021-12-01,6860
Leightonfield Station,2022-01-01,5580
Leightonfield Station,2022-02-01,6320
Leightonfield Station,2022-03-01,6470
Leightonfield Station,2022-04-01,6370
Leightonfield Station,2022-05-01,7750
Leightonfield Station,2022-06-01,7620
Leightonfield Station,2022-07-01,7010
Leightonfield Station,2022-08-01,7050
Leightonfield Station,2022-09-01,7300
Leightonfield Station,2022-10-01,7570
Leightonfield Station,2022-11-01,6700
Leightonfield Station,2022-12-01,7950
Leightonfield Station,2023-01-01,7580
Leightonfield Station,2023-02-01,8610
Leightonfield Station,2023-03-01,9870
Leightonfield Station,2023-04-01,7340
Leightonfield Station,2023-05-01,9690
Leightonfield Station,2023-06-01,9230
Leightonfield Station,2023-07-01,9320
Leightonfield Station,2023-08-01,11060
Leightonfield Station,2023-09-01,10150
Leightonfield Station,2023-10-01,10560
Leightonfield Station,2023-11-01,10460
Leightonfield Station,2023-12-01,7150
Leightonfield Station,2024-01-01,7210
Leightonfield Station,2024-02-01,8640
Leightonfield Station,2024-03-01,8720
Leightonfield Station,2024-04-01,7730
Leightonfield Station,2024-05-01,9660
Leightonfield Station,2024-06-01,7780
Leightonfield Station,2024-10-01,10687
Leightonfield Station,2024-11-01,11073
Leightonfield Station,2024-12-01,9438
Leightonfield Station,2025-01-01,8661
Leightonfield Station,2025-02-01,8236
Leightonfield Station,2025-03-01,9824
Leightonfield Station,2025-04-01,9171
Leightonfield Station,2025-05-01,9499
Leightonfield Station,2025-06-01,10227
Leightonfield Station,2025-07-01,11915
Leightonfield Station,2025-08-01,10988
Leightonfield Station,2025-09-01,11379
Leppington Station,2016-07-01,44140
Leppington Station,2016-08-01,60620
Leppington Station,2016-09-01,56960
Leppington Station,2016-10-01,59210
Leppington Station,2016-11-01,63600
Leppington Station,2016-12-01,51770
