station,date,trips
St James Station,2019-11-01,576710
St James Station,2019-12-01,588610
St James Station,2020-01-01,511470
St James Station,2020-02-01,501920
St James Station,2020-03-01,339540
St James Station,2020-04-01,62280
St James Station,2020-05-01,116120
St James Station,2020-06-01,189620
St James Station,2020-07-01,210180
St James Station,2020-08-01,183580
St James Station,2020-09-01,212800
St James Station,2020-10-01,229680
St James Station,2020-11-01,259130
St James Station,2020-12-01,258280
St James Station,2021-01-01,199510
St James Station,2021-02-01,276260
St James Station,2021-03-01,329190
St James Station,2021-04-01,323770
St James Station,2021-05-01,321420
St James Station,2021-06-01,267770
St James Station,2021-07-01,51100
St James Station,2021-08-01,33310
St James Station,2021-09-01,40950
St James Station,2021-10-01,122070
St James Station,2021-11-01,231370
St James Station,2021-12-01,255350
St James Station,2022-01-01,148630
St James Station,2022-02-01,192940
St James Station,2022-03-01,262530
St James Station,2022-04-01,281700
St James Station,2022-05-01,333090
St James Station,2022-06-01,355240
St James Station,2022-07-01,278680
St James Station,2022-08-01,274410
St James Station,2022-09-01,297170
St James Station,2022-10-01,323380
St James Station,2022-11-01,297390
St James Station,2022-12-01,406810
St James Station,2023-01-01,355510
St James Station,2023-02-01,380190
St James Station,2023-03-01,410400
St James Station,2023-04-01,337170
St James Station,2023-05-01,418450
St James Station,2023-06-01,395640
St James Station,2023-07-01,393460
St James Station,2023-08-01,411410
St James Station,2023-09-01,358700
St James Station,2023-10-01,375700
St James Station,2023-11-01,436450
St James Station,2023-12-01,443370
St James Station,2024-01-01,370710
St James Station,2024-02-01,423160
St James Station,2024-03-01,418950
St James Station,2024-04-01,382720
St James Station,2024-05-01,389100
St James Station,2024-06-01,373510
St James Station,2024-10-01,359050
St James Station,2024-11-01,387843
St James Station,2024-12-01,396364
St James Station,2025-01-01,305992
St James Station,2025-02-01,319064
St James Station,2025-03-01,355721
St James Station,2025-04-01,317339
St James Station,2025-05-01,319823
St James Station,2025-06-01,354377
St James Station,2025-07-01,325913
St James Station,2025-08-01,351722
St James Station,2025-09-01,315790
St Leonards Station,2016-07-01,785220
St Leonards Station,2016-08-01,895920
St Leonards Station,2016-09-01,817830
St Leonards Station,2016-10-01,802350
St Leonards Station,2016-11-01,861460
St Leonards Station,2016-12-01,701180
St Leonards Station,2017-01-01,691910
St Leonards Station,2017-02-01,806280
St Leonards Station,2017-03-01,937790
St Leonards Station,2017-04-01,702010
St Leonards Station,2017-05-01,939960
St Leonards Station,2017-06-01,850120
St Leonards Station,2017-07-01,796570
St Leonards Station,2017-08-01,897590
St Leonards Station,2017-09-01,821620
St Leonards Station,2017-10-01,839550
St Leonards Station,2017-11-01,863540
St Leonards Station,2017-12-01,713600
St Leonards Station,2018-01-01,695610
St Leonards Station,2018-02-01,776350
St Leonards Station,2018-03-01,893560
St Leonards Station,2018-04-01,794070
St Leonards Station,2018-05-01,935660
St Leonards Station,2018-06-01,851970
St Leonards Station,2018-07-01,879000
St Leonards Station,2018-08-01,926490
St Leonards Station,2018-09-01,849040
St Leonards Station,2018-10-01,992600
St Leonards Station,2018-11-01,1006600
St Leonards Station,2018-12-01,788370
St Leonards Station,2019-01-01,778040
St Leonards Station,2019-02-01,943620
St Leonards Station,2019-03-01,1046150
St Leonards Station,2019-04-01,916070
St Leonards Station,2019-05-01,1117920
St Leonards Station,2019-06-01,857040
St Leonards Station,2019-07-01,947890
St Leonards Station,2019-08-01,946230
St Leonards Station,2019-09-01,902300
St Leonards Station,2019-10-01,949430
St Leonards Station,2019-11-01,915330
St Leonards Station,2019-12-01,776880
St Leonards Station,2020-01-01,783150
St Leonards Station,2020-02-01,850480
St Leonards Station,2020-03-01,606220
St Leonards Station,2020-04-01,173370
St Leonards Station,2020-05-01,236740
St Leonards Station,2020-06-01,369060
St Leonards Station,2020-07-01,409950
St Leonards Station,2020-08-01,405550
St Leonards Station,2020-09-01,444720
St Leonards Station,2020-10-01,444980
St Leonards Station,2020-11-01,498670
St Leonards Station,2020-12-01,444290
St Leonards Station,2021-01-01,344350
St Leonards Station,2021-02-01,543330
St Leonards Station,2021-03-01,625030
St Leonards Station,2021-04-01,582140
St Leonards Station,2021-05-01,646660
St Leonards Station,2021-06-01,527350
St Leonards Station,2021-07-01,169160
St Leonards Station,2021-08-01,156610
St Leonards Station,2021-09-01,160240
St Leonards Station,2021-10-01,272830
St Leonards Station,2021-11-01,422950
St Leonards Station,2021-12-01,366870
St Leonards Station,2022-01-01,255360
St Leonards Station,2022-02-01,347560
St Leonards Station,2022-03-01,412930
St Leonards Station,2022-04-01,392930
St Leonards Station,2022-05-01,529300
St Leonards Station,2022-06-01,518940
St Leonards Station,2022-07-01,438290
St Leonards Station,2022-08-01,461550
St Leonards Station,2022-09-01,482730
St Leonards Station,2022-10-01,430170
St Leonards Station,2022-11-01,447820
St Leonards Station,2022-12-01,494080
St Leonards Station,2023-01-01,452330
St Leonards Station,2023-02-01,564890
St Leonards Station,2023-03-01,690070
St Leonards Station,2023-04-01,542860
St Leonards Station,2023-05-01,687190
St Leonards Station,2023-06-01,659620
St Leonards Station,2023-07-01,643070
St Leonards Station,2023-08-01,716180
St Leonards Station,2023-09-01,676590
St Leonards Station,2023-10-01,688890
St Leonards Station,2023-11-01,720270
St Leonards Station,2023-12-01,564640
St Leonards Station,2024-01-01,541990
St Leonards Station,2024-02-01,713820
St Leonards Station,2024-03-01,733890
St Leonards Station,2024-04-01,640810
St Leonards Station,2024-05-01,762790
St Leonards Station,2024-06-01,670240
St Leonards Station,2024-10-01,526685
St Leonards Station,2024-11-01,503117
St Leonards Station,2024-12-01,404487
St Leonards Station,2025-01-01,367526
St Leonards Station,2025-02-01,443332
St Leonards Station,2025-03-01,512557
St Leonards Station,2025-04-01,428798
St Leonards Station,2025-05-01,487302
St Leonards Station,2025-06-01,473217
St Leonards Station,2025-07-01,460447
St Leonards Station,2025-08-01,487660
St Leonards Station,2025-09-01,461328
St Marys Station,2016-07-01,186150
St Marys Station,2016-08-01,209200
St Marys Station,2016-09-01,206410
St Marys Station,2016-10-01,197600
St Marys Station,2016-11-01,205770
St Marys Station,2016-12-01,171030
St Marys Station,2017-01-01,160560
St Marys Station,2017-02-01,194560
St Marys Station,2017-03-01,235110
St Marys Station,2017-04-01,170440
St Marys Station,2017-05-01,238530
St Marys Station,2017-06-01,214000
St Marys Station,2017-07-01,201280
St Marys Station,2017-08-01,222320
St Marys Station,2017-09-01,202330
St Marys Station,2017-10-01,211060
St Marys Station,2017-11-01,216400
St Marys Station,2017-12-01,174230
St Marys Station,2018-01-01,166550
St Marys Station,2018-02-01,209210
St Marys Station,2018-03-01,235540
St Marys Station,2018-04-01,201360
St Marys Station,2018-05-01,248270
St Marys Station,2018-06-01,222700
St Marys Station,2018-07-01,222620
St Marys Station,2018-08-01,243010
St Marys Station,2018-09-01,220580
St Marys Station,2018-10-01,230310
St Marys Station,2018-11-01,233610
St Marys Station,2018-12-01,188460
St Marys Station,2019-01-01,187980
St Marys Station,2019-02-01,217320
St Marys Station,2019-03-01,250870
St Marys Station,2019-04-01,219240
St Marys Station,2019-05-01,262910
St Marys Station,2019-06-01,230530
St Marys Station,2019-07-01,245820
St Marys Station,2019-08-01,249780
St Marys Station,2019-09-01,236380
St Marys Station,2019-10-01,244900
St Marys Station,2019-11-01,232200
St Marys Station,2019-12-01,202690
St Marys Station,2020-01-01,196080
St Marys Station,2020-02-01,230380
St Marys Station,2020-03-01,189600
St Marys Station,2020-04-01,65870
St Marys Station,2020-05-01,91170
St Marys Station,2020-06-01,131930
St Marys Station,2020-07-01,133940
St Marys Station,2020-08-01,129430
St Marys Station,2020-09-01,138550
St Marys Station,2020-10-01,136610
St Marys Station,2020-11-01,143050
St Marys Station,2020-12-01,131290
St Marys Station,2021-01-01,106420
St Marys Station,2021-02-01,151190
St Marys Station,2021-03-01,183420
St Marys Station,2021-04-01,164590
St Marys Station,2021-05-01,170920
St Marys Station,2021-06-01,152610
St Marys Station,2021-07-01,60260
St Marys Station,2021-08-01,44760
St Marys Station,2021-09-01,47240
St Marys Station,2021-10-01,81580
St Marys Station,2021-11-01,125150
St Marys Station,2021-12-01,112250
St Marys Station,2022-01-01,81800
St Marys Station,2022-02-01,113200
St Marys Station,2022-03-01,135790
St Marys Station,2022-04-01,131180
St Marys Station,2022-05-01,158550
St Marys Station,2022-06-01,157140
St Marys Station,2022-07-01,135030
St Marys Station,2022-08-01,139950
St Marys Station,2022-09-01,142310
St Marys Station,2022-10-01,151750
St Marys Station,2022-11-01,135110
St Marys Station,2022-12-01,138540
St Marys Station,2023-01-01,134560
St Marys Station,2023-02-01,169210
St Marys Station,2023-03-01,203680
St Marys Station,2023-04-01,154180
St Marys Station,2023-05-01,201210
St Marys Station,2023-06-01,193820
St Marys Station,2023-07-01,176060
St Marys Station,2023-08-01,206120
St Marys Station,2023-09-01,184900
St Marys Station,2023-10-01,193580
St Marys Station,2023-11-01,191120
St Marys Station,2023-12-01,162590
St Marys Station,2024-01-01,153470
St Marys Station,2024-02-01,201610
St Marys Station,2024-03-01,212820
St Marys Station,2024-04-01,182940
St Marys Station,2024-05-01,219960
St Marys Station,2024-06-01,195890
St Marys Station,2024-10-01,211761
St Marys Station,2024-11-01,200920
St Marys Station,2024-12-01,168826
St Marys Station,2025-01-01,148165
St Marys Station,2025-02-01,181882
St Marys Station,2025-03-01,212370
St Marys Station,2025-04-01,185338
St Marys Station,2025-05-01,202247
St Marys Station,2025-06-01,191675
St Marys Station,2025-07-01,200909
St Marys Station,2025-08-01,202535
St Marys Station,2025-09-01,192740
St Peters Station,2016-07-01,181370
St Peters Station,2016-08-01,193960
St Peters Station,2016-09-01,191530
St Peters Station,2016-10-01,192480
St Peters Station,2016-11-01,204870
St Peters Station,2016-12-01,179580
St Peters Station,2017-01-01,168100
St Peters Station,2017-02-01,176280
St Peters Station,2017-03-01,212250
St Peters Station,2017-04-01,178670
St Peters Station,2017-05-01,214170
St Peters Station,2017-06-01,197740
St Peters Station,2017-07-01,196230
St Peters Station,2017-08-01,206500
St Peters Station,2017-09-01,196220
St Peters Station,2017-10-01,204900
St Peters Station,2017-11-01,209520
St Peters Station,2017-12-01,166440
St Peters Station,2018-01-01,174980
St Peters Station,2018-02-01,180500
St Peters Station,2018-03-01,203610
St Peters Station,2018-04-01,185870
St Peters Station,2018-05-01,200720
St Peters Station,2018-06-01,188250
St Peters Station,2018-07-01,197330
St Peters Station,2018-08-01,201310
St Peters Station,2018-09-01,184270
St Peters Station,2018-10-01,200230
St Peters Station,2018-11-01,194190
St Peters Station,2018-12-01,174550
St Peters Station,2019-01-01,182490
St Peters Station,2019-02-01,190420
St Peters Station,2019-03-01,210900
St Peters Station,2019-04-01,187590
St Peters Station,2019-05-01,215660
St Peters Station,2019-06-01,190120
St Peters Station,2019-07-01,198820
St Peters Station,2019-08-01,200660
St Peters Station,2019-09-01,192230
St Peters Station,2019-10-01,194100
St Peters Station,2019-11-01,197710
St Peters Station,2019-12-01,169480
St Peters Station,2020-01-01,180770
St Peters Station,2020-02-01,175610
St Peters Station,2020-03-01,128140
St Peters Station,2020-04-01,33400
St Peters Station,2020-05-01,51820
St Peters Station,2020-06-01,80850
St Peters Station,2020-07-01,95700
St Peters Station,2020-08-01,88490
St Peters Station,2020-09-01,89890
St Peters Station,2020-10-01,103030
St Peters Station,2020-11-01,107780
St Peters Station,2020-12-01,95840
St Peters Station,2021-01-01,90780
St Peters Station,2021-02-01,112100
St Peters Station,2021-03-01,121580
St Peters Station,2021-04-01,127470
St Peters Station,2021-05-01,135020
St Peters Station,2021-06-01,108690
St Peters Station,2021-07-01,27440
St Peters Station,2021-08-01,25940
St Peters Station,2021-09-01,30200
St Peters Station,2021-10-01,62570
St Peters Station,2021-11-01,92790
St Peters Station,2021-12-01,79690
St Peters Station,2022-01-01,62390
St Peters Station,2022-02-01,76630
St Peters Station,2022-03-01,87680
St Peters Station,2022-04-01,104330
St Peters Station,2022-05-01,122510
St Peters Station,2022-06-01,122090
St Peters Station,2022-07-01,102650
St Peters Station,2022-08-01,101640
St Peters Station,2022-09-01,101460
St Peters Station,2022-10-01,119120
St Peters Station,2022-11-01,101570
St Peters Station,2022-12-01,125530
St Peters Station,2023-01-01,122960
St Peters Station,2023-02-01,139630
St Peters Station,2023-03-01,154330
St Peters Station,2023-04-01,130370
St Peters Station,2023-05-01,148110
St Peters Station,2023-06-01,152390
St Peters Station,2023-07-01,134800
St Peters Station,2023-08-01,156750
St Peters Station,2023-09-01,147580
St Peters Station,2023-10-01,152710
St Peters Station,2023-11-01,160070
St Peters Station,2023-12-01,142260
St Peters Station,2024-01-01,128120
St Peters Station,2024-02-01,144600
St Peters Station,2024-03-01,156000
St Peters Station,2024-04-01,138900
St Peters Station,2024-05-01,158680
St Peters Station,2024-06-01,140610
St Peters Station,2024-10-01,134302
St Peters Station,2024-11-01,130838
St Peters Station,2024-12-01,103719
St Peters Station,2025-01-01,100803
St Peters Station,2025-02-01,110297
St Peters Station,2025-03-01,124191
St Peters Station,2025-04-01,117639
St Peters Station,2025-05-01,119252
St Peters Station,2025-06-01,106506
St Peters Station,2025-07-01,113082
St Peters Station,2025-08-01,109252
St Peters Station,2025-09-01,102644
Stanmore Station,2016-07-01,156880
Stanmore Station,2016-08-01,186290
Stanmore Station,2016-09-01,174960
Stanmore Station,2016-10-01,172900
Stanmore Station,2016-11-01,187460
Stanmore Station,2016-12-01,152550
Stanmore Station,2017-01-01,152060
Stanmore Station,2017-02-01,175960
Stanmore Station,2017-03-01,194790
Stanmore Station,2017-04-01,154770
Stanmore Station,2017-05-01,199930
Stanmore Station,2017-06-01,180210
Stanmore Station,2017-07-01,166810
Stanmore Station,2017-08-01,190280
Stanmore Station,2017-09-01,178350
Stanmore Station,2017-10-01,174920
Stanmore Station,2017-11-01,187130
Stanmore Station,2017-12-01,152060
Stanmore Station,2018-01-01,152950
Stanmore Station,2018-02-01,177310
Stanmore Station,2018-03-01,192120
Stanmore Station,2018-04-01,161020
Stanmore Station,2018-05-01,201950
Stanmore Station,2018-06-01,178020
Stanmore Station,2018-07-01,165160
Stanmore Station,2018-08-01,189080
Stanmore Station,2018-09-01,177050
Stanmore Station,2018-10-01,178860
Stanmore Station,2018-11-01,192020
Stanmore Station,2018-12-01,155320
Stanmore Station,2019-01-01,151300
Stanmore Station,2019-02-01,179330
Stanmore Station,2019-03-01,192800
Stanmore Station,2019-04-01,161280
Stanmore Station,2019-05-01,196380
Stanmore Station,2019-06-01,173670
Stanmore Station,2019-07-01,176720
Stanmore Station,2019-08-01,193100
Stanmore Station,2019-09-01,184100
Stanmore Station,2019-10-01,180140
Stanmore Station,2019-11-01,187740
Stanmore Station,2019-12-01,156640
Stanmore Station,2020-01-01,161150
Stanmore Station,2020-02-01,173270
Stanmore Station,2020-03-01,123050
Stanmore Station,2020-04-01,28140
Stanmore Station,2020-05-01,46890
Stanmore Station,2020-06-01,71010
Stanmore Station,2020-07-01,84680
Stanmore Station,2020-08-01,77710
Stanmore Station,2020-09-01,88150
Stanmore Station,2020-10-01,90340
Stanmore Station,2020-11-01,99770
Stanmore Station,2020-12-01,84440
Stanmore Station,2021-01-01,75170
Stanmore Station,2021-02-01,110920
Stanmore Station,2021-03-01,127790
Stanmore Station,2021-04-01,112210
Stanmore Station,2021-05-01,125090
Stanmore Station,2021-06-01,102460
Stanmore Station,2021-07-01,25290
Stanmore Station,2021-08-01,21190
Stanmore Station,2021-09-01,22810
Stanmore Station,2021-10-01,49290
Stanmore Station,2021-11-01,85020
Stanmore Station,2021-12-01,74920
Stanmore Station,2022-01-01,50960
Stanmore Station,2022-02-01,75490
Stanmore Station,2022-03-01,89570
Stanmore Station,2022-04-01,86480
Stanmore Station,2022-05-01,115050
Stanmore Station,2022-06-01,106860
Stanmore Station,2022-07-01,89110
Stanmore Station,2022-08-01,93810
Stanmore Station,2022-09-01,97990
Stanmore Station,2022-10-01,106240
Stanmore Station,2022-11-01,97120
Stanmore Station,2022-12-01,103770
Stanmore Station,2023-01-01,104280
Stanmore Station,2023-02-01,123520
Stanmore Station,2023-03-01,138940
Stanmore Station,2023-04-01,106090
Stanmore Station,2023-05-01,140730
Stanmore Station,2023-06-01,128570
Stanmore Station,2023-07-01,129150
Stanmore Station,2023-08-01,143310
Stanmore Station,2023-09-01,128590
Stanmore Station,2023-10-01,132620
Stanmore Station,2023-11-01,141730
Stanmore Station,2023-12-01,115270
Stanmore Station,2024-01-01,116780
Stanmore Station,2024-02-01,146320
Stanmore Station,2024-03-01,147590
Stanmore Station,2024-04-01,130340
Stanmore Station,2024-05-01,143100
Stanmore Station,2024-06-01,133890
Stanmore Station,2024-10-01,138359
Stanmore Station,2024-11-01,142193
Stanmore Station,2024-12-01,115267
Stanmore Station,2025-01-01,105232
Stanmore Station,2025-02-01,126607
Stanmore Station,2025-03-01,140659
Stanmore Station,2025-04-01,118793
Stanmore Station,2025-05-01,130661
Stanmore Station,2025-06-01,128519
Stanmore Station,2025-07-01,118292
Stanmore Station,2025-08-01,129278
Stanmore Station,2025-09-01,117927
Strathfield Station,2016-07-01,1189450
Strathfield Station,2016-08-01,1258930
Strathfield Station,2016-09-01,1169480
Strathfield Station,2016-10-01,1177200
Strathfield Station,2016-11-01,1160010
Strathfield Station,2016-12-01,1070930
Strathfield Station,2017-01-01,994560
Strathfield Station,2017-02-01,1069700
Strathfield Station,2017-03-01,1343080
Strathfield Station,2017-04-01,1119780
Strathfield Station,2017-05-01,1400170
Strathfield Station,2017-06-01,1235560
Strathfield Station,2017-07-01,1209910
Strathfield Station,2017-08-01,1351280
Strathfield Station,2017-09-01,1234010
Strathfield Station,2017-10-01,1287360
Strathfield Station,2017-11-01,1272270
Strathfield Station,2017-12-01,1142190
Strathfield Station,2018-01-01,1077740
Strathfield Station,2018-02-01,1165180
Strathfield Station,2018-03-01,1390710
Strathfield Station,2018-04-01,1249890
Strathfield Station,2018-05-01,1402560
Strathfield Station,2018-06-01,1290060
Strathfield Station,2018-07-01,1309470
Strathfield Station,2018-08-01,1433790
Strathfield Station,2018-09-01,1319670
Strathfield Station,2018-10-01,1343000
Strathfield Station,2018-11-01,1356560
Strathfield Station,2018-12-01,1267260
Strathfield Station,2019-01-01,1179630
Strathfield Station,2019-02-01,1244910
Strathfield Station,2019-03-01,1473380
Strathfield Station,2019-04-01,1312770
Strathfield Station,2019-05-01,1457840
Strathfield Station,2019-06-01,1322130
Strathfield Station,2019-07-01,1389960
Strathfield Station,2019-08-01,1468870
Strathfield Station,2019-09-01,1376980
Strathfield Station,2019-10-01,1439990
Strathfield Station,2019-11-01,1397140
Strathfield Station,2019-12-01,1258060
Strathfield Station,2020-01-01,1203630
Strathfield Station,2020-02-01,1239210
Strathfield Station,2020-03-01,987780
Strathfield Station,2020-04-01,338550
Strathfield Station,2020-05-01,510340
Strathfield Station,2020-06-01,746290
Strathfield Station,2020-07-01,803560
Strathfield Station,2020-08-01,767680
Strathfield Station,2020-09-01,803970
Strathfield Station,2020-10-01,846700
Strathfield Station,2020-11-01,881790
Strathfield Station,2020-12-01,845600
Strathfield Station,2021-01-01,737690
Strathfield Station,2021-02-01,858180
Strathfield Station,2021-03-01,997080
Strathfield Station,2021-04-01,962630
Strathfield Station,2021-05-01,1015560
Strathfield Station,2021-06-01,847890
Strathfield Station,2021-07-01,345560
Strathfield Station,2021-08-01,275750
Strathfield Station,2021-09-01,278120
Strathfield Station,2021-10-01,539960
Strathfield Station,2021-11-01,733670
Strathfield Station,2021-12-01,725750
Strathfield Station,2022-01-01,568620
Strathfield Station,2022-02-01,680040
Strathfield Station,2022-03-01,863360
Strathfield Station,2022-04-01,859700
Strathfield Station,2022-05-01,958710
Strathfield Station,2022-06-01,978990
Strathfield Station,2022-07-01,914950
Strathfield Station,2022-08-01,923310
Strathfield Station,2022-09-01,895880
Strathfield Station,2022-10-01,1020330
Strathfield Station,2022-11-01,810580
Strathfield Station,2022-12-01,970940
Strathfield Station,2023-01-01,957230
Strathfield Station,2023-02-01,1026180
Strathfield Station,2023-03-01,1196030
Strathfield Station,2023-04-01,1030310
Strathfield Station,2023-05-01,1201440
Strathfield Station,2023-06-01,1156540
Strathfield Station,2023-07-01,1162360
Strathfield Station,2023-08-01,1264290
Strathfield Station,2023-09-01,1168310
Strathfield Station,2023-10-01,1218880
Strathfield Station,2023-11-01,1199210
Strathfield Station,2023-12-01,1112220
Strathfield Station,2024-01-01,980470
Strathfield Station,2024-02-01,1165790
Strathfield Station,2024-03-01,1276370
Strathfield Station,2024-04-01,1163890
Strathfield Station,2024-05-01,1234930
Strathfield Station,2024-06-01,1110550
Strathfield Station,2024-10-01,1343897
Strathfield Station,2024-11-01,1233563
Strathfield Station,2024-12-01,1084749
Strathfield Station,2025-01-01,987491
Strathfield Station,2025-02-01,1087144
Strathfield Station,2025-03-01,1251231
Strathfield Station,2025-04-01,1107729
Strathfield Station,2025-05-01,1200970
Strathfield Station,2025-06-01,1135780
Strathfield Station,2025-07-01,1121544
Strathfield Station,2025-08-01,1260148
Strathfield Station,2025-09-01,1103436
Summer Hill Station,2016-07-01,164720
Summer Hill Station,2016-08-01,188670
Summer Hill Station,2016-09-01,184410
Summer Hill Station,2016-10-01,180390
Summer Hill Station,2016-11-01,188850
Summer Hill Station,2016-12-01,161000
Summer Hill Station,2017-01-01,166200
Summer Hill Station,2017-02-01,175600
Summer Hill Station,2017-03-01,196010
Summer Hill Station,2017-04-01,168540
Summer Hill Station,2017-05-01,202490
Summer Hill Station,2017-06-01,188170
Summer Hill Station,2017-07-01,178800
Summer Hill Station,2017-08-01,197780
Summer Hill Station,2017-09-01,185860
Summer Hill Station,2017-10-01,181800
Summer Hill Station,2017-11-01,190710
Summer Hill Station,2017-12-01,166350
Summer Hill Station,2018-01-01,171750
Summer Hill Station,2018-02-01,183410
Summer Hill Station,2018-03-01,202680
Summer Hill Station,2018-04-01,177760
Summer Hill Station,2018-05-01,212830
Summer Hill Station,2018-06-01,187270
Summer Hill Station,2018-07-01,183560
Summer Hill Station,2018-08-01,203450
Summer Hill Station,2018-09-01,194010
Summer Hill Station,2018-10-01,196660
Summer Hill Station,2018-11-01,203950
Summer Hill Station,2018-12-01,169720
Summer Hill Station,2019-01-01,163330
Summer Hill Station,2019-02-01,182130
Summer Hill Station,2019-03-01,198110
Summer Hill Station,2019-04-01,175320
Summer Hill Station,2019-05-01,201830
Summer Hill Station,2019-06-01,182530
Summer Hill Station,2019-07-01,190590
Summer Hill Station,2019-08-01,199270
Summer Hill Station,2019-09-01,193870
Summer Hill Station,2019-10-01,193100
Summer Hill Station,2019-11-01,195190
Summer Hill Station,2019-12-01,174630
Summer Hill Station,2020-01-01,176200
Summer Hill Station,2020-02-01,183400
Summer Hill Station,2020-03-01,129650
Summer Hill Station,2020-04-01,35860
Summer Hill Station,2020-05-01,56960
Summer Hill Station,2020-06-01,80680
Summer Hill Station,2020-07-01,98030
Summer Hill Station,2020-08-01,88360
Summer Hill Station,2020-09-01,98300
Summer Hill Station,2020-10-01,100910
Summer Hill Station,2020-11-01,108690
Summer Hill Station,2020-12-01,95450
Summer Hill Station,2021-01-01,82220
Summer Hill Station,2021-02-01,111440
Summer Hill Station,2021-03-01,129700
Summer Hill Station,2021-04-01,119660
Summer Hill Station,2021-05-01,126600
Summer Hill Station,2021-06-01,108300
Summer Hill Station,2021-07-01,33670
Summer Hill Station,2021-08-01,28620
Summer Hill Station,2021-09-01,30600
Summer Hill Station,2021-10-01,59040
Summer Hill Station,2021-11-01,92440
Summer Hill Station,2021-12-01,88110
Summer Hill Station,2022-01-01,58250
Summer Hill Station,2022-02-01,78440
Summer Hill Station,2022-03-01,96290
Summer Hill Station,2022-04-01,96560
Summer Hill Station,2022-05-01,121840
Summer Hill Station,2022-06-01,115340
Summer Hill Station,2022-07-01,100360
Summer Hill Station,2022-08-01,106130
Summer Hill Station,2022-09-01,113890
Summer Hill Station,2022-10-01,121150
Summer Hill Station,2022-11-01,108050
Summer Hill Station,2022-12-01,118900
Summer Hill Station,2023-01-01,122990
Summer Hill Station,2023-02-01,134800
Summer Hill Station,2023-03-01,153360
Summer Hill Station,2023-04-01,124320
Summer Hill Station,2023-05-01,155170
Summer Hill Station,2023-06-01,141270
Summer Hill Station,2023-07-01,145920
Summer Hill Station,2023-08-01,163080
Summer Hill Station,2023-09-01,147060
Summer Hill Station,2023-10-01,150720
Summer Hill Station,2023-11-01,157060
Summer Hill Station,2023-12-01,134730
Summer Hill Station,2024-01-01,132220
Summer Hill Station,2024-02-01,157470
Summer Hill Station,2024-03-01,164340
Summer Hill Station,2024-04-01,148400
Summer Hill Station,2024-05-01,153110
Summer Hill Station,2024-06-01,145780
Summer Hill Station,2024-10-01,156916
Summer Hill Station,2024-11-01,157400
Summer Hill Station,2024-12-01,136722
Summer Hill Station,2025-01-01,122251
Summer Hill Station,2025-02-01,138843
Summer Hill Station,2025-03-01,160534
Summer Hill Station,2025-04-01,142053
Summer Hill Station,2025-05-01,149724
Summer Hill Station,2025-06-01,147420
Summer Hill Station,2025-07-01,141026
Summer Hill Station,2025-08-01,148461
Summer Hill Station,2025-09-01,138639
Sutherland Station,2016-07-01,310110
Sutherland Station,2016-08-01,377790
Sutherland Station,2016-09-01,365960
Sutherland Station,2016-10-01,340630
Sutherland Station,2016-11-01,375890
Sutherland Station,2016-12-01,334110
Sutherland Station,2017-01-01,304310
Sutherland Station,2017-02-01,338100
Sutherland Station,2017-03-01,402690
Sutherland Station,2017-04-01,325240
Sutherland Station,2017-05-01,407950
Sutherland Station,2017-06-01,359300
Sutherland Station,2017-07-01,343710
Sutherland Station,2017-08-01,388900
Sutherland Station,2017-09-01,360930
Sutherland Station,2017-10-01,374180
Sutherland Station,2017-11-01,368410
Sutherland Station,2017-12-01,332390
Sutherland Station,2018-01-01,325350
Sutherland Station,2018-02-01,354810
Sutherland Station,2018-03-01,380340
Sutherland Station,2018-04-01,349110
Sutherland Station,2018-05-01,408630
Sutherland Station,2018-06-01,355780
Sutherland Station,2018-07-01,363200
Sutherland Station,2018-08-01,382060
Sutherland Station,2018-09-01,358470
Sutherland Station,2018-10-01,375170
Sutherland Station,2018-11-01,382390
Sutherland Station,2018-12-01,318730
Sutherland Station,2019-01-01,330140
Sutherland Station,2019-02-01,356330
Sutherland Station,2019-03-01,382740
Sutherland Station,2019-04-01,360090
Sutherland Station,2019-05-01,407360
Sutherland Station,2019-06-01,342940
Sutherland Station,2019-07-01,455550
Sutherland Station,2019-08-01,379360
Sutherland Station,2019-09-01,367290
Sutherland Station,2019-10-01,382720
Sutherland Station,2019-11-01,382950
Sutherland Station,2019-12-01,314570
Sutherland Station,2020-01-01,331360
Sutherland Station,2020-02-01,362380
Sutherland Station,2020-03-01,255830
Sutherland Station,2020-04-01,64330
Sutherland Station,2020-05-01,103290
Sutherland Station,2020-06-01,149760
Sutherland Station,2020-07-01,175820
Sutherland Station,2020-08-01,160970
Sutherland Station,2020-09-01,183070
Sutherland Station,2020-10-01,197650
Sutherland Station,2020-11-01,210930
Sutherland Station,2020-12-01,181090
Sutherland Station,2021-01-01,163160
Sutherland Station,2021-02-01,216170
Sutherland Station,2021-03-01,261650
Sutherland Station,2021-04-01,269270
Sutherland Station,2021-05-01,263430
Sutherland Station,2021-06-01,210570
Sutherland Station,2021-07-01,59060
Sutherland Station,2021-08-01,54550
Sutherland Station,2021-09-01,56460
Sutherland Station,2021-10-01,113050
Sutherland Station,2021-11-01,175360
Sutherland Station,2021-12-01,170660
Sutherland Station,2022-01-01,118710
Sutherland Station,2022-02-01,151340
Sutherland Station,2022-03-01,217740
Sutherland Station,2022-04-01,246510
Sutherland Station,2022-05-01,239000
Sutherland Station,2022-06-01,254960
Sutherland Station,2022-07-01,206300
Sutherland Station,2022-08-01,229720
